ID	Transcription_Factor	Cell_type_class	Cell_type	Metadata
SRX1478543	SIX2	Kidney	Kidney Cortex	source_name=Human kidney ChIP SIX2-17wk sample #1 | genotype=wild type | tissue=renal cortex | age=17 weeks 2 days | Stage=Fetal 18wk | pooled sample=no
SRX1478544	SIX2	Kidney	Kidney Cortex	source_name=Human kidney ChIP w/SIX2 specific antibody-17wk sample #1 | genotype=wild type | tissue=renal cortex | age=17 weeks 2 days | Stage=Fetal 18wk | pooled sample=no
SRX14853139	ESR1	Uterus	Uterine epithelial cells	source_name=uterine epithelial cells | sample source=donor1 | sample type=organoid culture | treament=E2+MPA
SRX14853140	PGR	Uterus	Uterine epithelial cells	source_name=uterine epithelial cells | sample source=donor1 | sample type=organoid culture | treament=E2+MPA
SRX14853141	ESR1	Uterus	Uterine epithelial cells	source_name=uterine epithelial cells | sample source=donor2 | sample type=organoid culture | treament=E2+MPA
SRX14853142	PGR	Uterus	Uterine epithelial cells	source_name=uterine epithelial cells | sample source=donor2 | sample type=organoid culture | treament=E2+MPA
SRX14888587	YY1	Blood	Macrophages	source_name=M2 | cell line=M2 | cell type=M2 macrophages
SRX15003482	HNRNPA2B1	Adipocyte	Adipose-derived stem cells	source_name=GF (gluteofemoral) adipose tissue | tissue=GF (gluteofemoral) adipose tissue | cell line=hASCs | cell type=human adipose derived stem cells | treatment=none
SRX1503373	HNF1A	Gonad	Caput epididymis	source_name=Caput Human Epididymis Epithelial Cells
SRX15036323	GATA3	Blood	CD4+ T cells	source_name=Myla CD4+ | cell line=Myla CD4+ | cell type=cutaneous T lymphocyte
SRX15426928	HEXIM1	Epidermis	Keratinocytes	source_name=human keratinoctyes | cell type=primary human neonatal keratinocytes | treatment=None, undifferentiated keratinocytes
SRX1547996	TP53	Epidermis	Dermal fibroblast	source_name=foreskin HDF, DMSO, IP | cell line=foreskin HDF | passage=p4 | treatment=DMSO
SRX1547998	TP53	Epidermis	Dermal fibroblast	source_name=foreskin HDF, Nutlin, IP | cell line=foreskin HDF | passage=p4 | treatment=Nutlin-3a 10 μM
SRX1548204	E2F1	Cardiovascular	Wharton Jelly	source_name=umbilical cord wharton's jelly | number of cells=8 million | cell type=Mesenchymal stem cells | agasga=SGA
SRX1548207	E2F1	Cardiovascular	Wharton Jelly	source_name=umbilical cord wharton's jelly | number of cells=8 million | cell type=Mesenchymal stem cells | agasga=AGA
SRX15600233	AHR	Liver	Hepatocytes	source_name=liver | tissue=liver | cell type=hepatocytes | treatment=1nM TCDD for 24h
SRX15710546	CTCF	Blood	B cells	source_name=ChIPseq_Bcell_CTCF | treatment=NT | cell line/type=Bcell
SRX15710548	MAU2	Blood	B cells	source_name=ChIPseq_Bcell_Mau2 | treatment=NT | cell line/type=Bcell
SRX15710549	RAD21	Blood	B cells	source_name=ChIPseq_Bcell_Rad21 | treatment=NT | cell line/type=Bcell
SRX15891788	TP63	Others	Limbal stem cells	source_name=LSC_aberdam | cell line=LSC_aberdam | cell type=Limbal stem cells
SRX160843	GATA1	Blood	CD34+	source_name=Human primary fetal proerythroblasts (ProEs) | tissue=CD34+ HSPC-derived proerythroblasts | developmental stage=2-trimester fetal liver
SRX1614803	ZNF366	Blood	Dendritic Cells	source_name=monocyte-derived dendritic cells | cell type=monocyte-derived dendritic cells | treatment=R848 | treatment time=1h
SRX1614804	ZNF366	Blood	Dendritic Cells	source_name=monocyte-derived dendritic cells | cell type=monocyte-derived dendritic cells | treatment=R848 | treatment time=24h
SRX1614806	ZNF366	Blood	Dendritic Cells	source_name=monocyte-derived dendritic cells | cell type=monocyte-derived dendritic cells | treatment=R848 | treatment time=1h
SRX1614807	ZNF366	Blood	Dendritic Cells	source_name=monocyte-derived dendritic cells | cell type=monocyte-derived dendritic cells | treatment=R848 | treatment time=24h
SRX1614809	ZNF366	Blood	Dendritic Cells	source_name=monocyte-derived dendritic cells | cell type=monocyte-derived dendritic cells | treatment=R848 | treatment time=1h
SRX1614810	ZNF366	Blood	Dendritic Cells	source_name=monocyte-derived dendritic cells | cell type=monocyte-derived dendritic cells | treatment=R848 | treatment time=24h
SRX16495588	CTCF	Cardiovascular	Right ventricle	age=55 year | sample type=tissue | tissue=heart right ventricle | health state=ischemic (EF 25% LVEDD 6.9; RV normal size, moderate dysfunction) | dev stage=adult | donor ID=ENCDO439CAZ
SRX16498460	CTCF	Lung	Lung	age=60 year | sample type=tissue | tissue=upper lobe of right lung | health state=DM: no; HTN: yes; CAD: no; lungs with severe emphysema | dev stage=adult | donor ID=ENCDO520EJG
SRX16499828	CTCF	Neural	Brain	sample type=organoid | tissue=brain | dev stage=adult | age=53 year | donor ID=ENCDO336AAA
SRX16499925	CTCF	Cardiovascular	Left ventricle	tissue=heart left ventricle | sample type=tissue | dev_stage=adult | age=55 year | donor ID=ENCDO439CAZ | health state=ischemic (EF 25% LVEDD 6.9; RV normal size, moderate dysfunction)
SRX16499968	CTCF	Liver	Liver	age=16 year | sample type=tissue | tissue=right lobe of liver | health state=DM: no; HTN: no; CAD: no | dev stage=child | donor ID=ENCDO575EGL
SRX16500059	CTCF	Neural	Neural progenitor cells	sample type=in vitro differentiated cells | health state=healthy | dev stage=embryonic | age=5 day | donor ID=ENCDO222AAA | cell type=neural progenitor cell
SRX16500061	CTCF	Neural	Neural progenitor cells	biosample type=in vitro differentiated cells | health state=healthy | dev_stage=embryonic | age=5 day | donor ID=ENCDO222AAA | cell type=neural progenitor cell
SRX16500149	CTCF	Lung	Lung	age=60 year | sample type=tissue | tissue=lower lobe of right lung | health state=DM: no; HTN: yes; CAD: no; lungs with severe emphysema | dev stage=adult | donor ID=ENCDO520EJG
SRX16608127	NFYB	Blood	B cells	source_name=B cells | cell line=B cells | cell type=Normal
SRX1690216	MYCN	Neural	Neuroblastoma	source_name=SHEP-21N_Neuroblastoma | cell line=SHEP-21N | cell type=neuroblastoma cell line | growth condition=10% Tet-Free FBS, RPMI | treated with=None | input=SHEP21_0HR_INPUT_NOSPIKE
SRX1690217	TWIST1	Neural	Neuroblastoma	source_name=SHEP-21N_Neuroblastoma | cell line=SHEP-21N | cell type=neuroblastoma cell line | growth condition=10% Tet-Free FBS, RPMI | treated with=None | input=SHEP21_0HR_INPUT_NOSPIKE
SRX1690218	TWIST1	Neural	Neuroblastoma	source_name=SHEP-21N_Neuroblastoma | cell line=SHEP-21N | cell type=neuroblastoma cell line | growth condition=10% Tet-Free FBS, RPMI | treated with=0.2 ug/mL DOX for 24HR | input=SHEP21_24HR_INPUT_NOSPIKE
SRX1690222	MYCN	Neural	Neuroblastoma	source_name=SHEP-21N_Neuroblastoma | cell line=SHEP-21N | cell type=neuroblastoma cell line | growth condition=10% Tet-Free FBS, RPMI | treated with=0.2 ug/mL DOX for 24HR | input=SHEP21_24HR_INPUT_NOSPIKE_rep2
SRX1690226	MYCN	Neural	Neuroblastoma	source_name=SHEP-21N_Neuroblastoma | cell line=SHEP-21N | cell type=neuroblastoma cell line | growth condition=10% Tet-Free FBS, RPMI | treated with=0.2 ug/mL DOX for 2HR | input=SHEP21_2HR_INPUT
SRX1690227	TWIST1	Neural	Neuroblastoma	source_name=SHEP-21N_Neuroblastoma | cell line=SHEP-21N | cell type=neuroblastoma cell line | growth condition=10% Tet-Free FBS, RPMI | treated with=0.2 ug/mL DOX for 2HR | input=SHEP21_2HR_INPUT_NOSPIKE
SRX1690255	MYCN	Neural	Neuroblastoma	source_name=Neuroblastoma | cell line=SHEP-21N | cell type=neuroblastoma cell line | input=SHEP21_0HR_INPUT | treatment=None | growth condition=10% Tet-Free FBS, RPMI
SRX1690259	MYCN	Neural	Neuroblastoma	source_name=Neuroblastoma | cell line=SHEP-21N | cell type=neuroblastoma cell line | input=SHEP21_24HR_INPUT | treatment=0.2 ug/mL DOX for 24HR | growth condition=10% Tet-Free FBS, RPMI
SRX1690263	MYCN	Neural	Neuroblastoma	source_name=Neuroblastoma | cell line=SHEP-21N | cell type=neuroblastoma cell line | input=SHEP21_2HR_INPUT | treatment=0.2 ug/mL DOX for 2HR | growth condition=10% Tet-Free FBS, RPMI
SRX1711343	INTS12	Lung	Bronchial epithelial cells	source_name=INTS12_ChIPseq_D195307 | donor=195307 | cell type=Human bronchial epithelial cells HBECs | passage=3
SRX1711344	INTS12	Lung	Bronchial epithelial cells	source_name=INTS12_ChIPseq_D7F3158 | donor=7F3158 | cell type=Human bronchial epithelial cells HBECs | passage=3
SRX1733648	ATF2	Blood	Macrophages	source_name=Peripheral blood monocyte-derived macrophages | treatment=IL10 | replicate=Not applicable
SRX1738529	CTCF	Blood	Hematopoietic Stem Cells	source_name=Human Stem and Progenitor Cell | cell type=HSPC
SRX1738530	STAG1	Blood	Hematopoietic Stem Cells	source_name=Human Stem and Progenitor Cell | cell type=HSPC
SRX17491426	AGO2	Blood	Macrophages	source_name=human monocyte-derived macrophages | cell line=human monocyte-derived macrophages | treatment=transfected with mimics negative control
SRX17491428	AGO2	Blood	Macrophages	source_name=human monocyte-derived macrophages | cell line=human monocyte-derived macrophages | treatment=transfected with miR-204-3p mimics
SRX1759186	ATF3	Epidermis	Dermal fibroblast	source_name=overexpressed ATF3 ChIPSeq | tissue=abdomen skin | cell type=primary dermal fibroblasts | passage=4-6
SRX1781649	LMNA	Epidermis	Dermal fibroblast	source_name=primary dermal fibroblasts | passages=5-7 | genotype=lipodystrophy patient with LMNA p.R482W mutation | cell type=Fibroblasts
SRX1781653	LMNA	Epidermis	Dermal fibroblast	source_name=primary dermal fibroblasts | passages=5-7 | genotype=lipodystrophy patient with LMNA p.R482W mutation | cell type=Fibroblasts
SRX1781659	LMNA	Epidermis	Dermal fibroblast	source_name=primary dermal fibroblasts | passages=5-7 | genotype=lipodystrophy patient with LMNA p.R482W mutation | cell type=Fibroblasts
SRX17834083	BATF	Blood	T cells	source_name=blood | tissue=blood | cell type=Primary T cells | genotype=CAR-T WT | treatment=co-culture with NCI-H226-luciferase at E:T=2:1 for 24h
SRX17966409	GATA1	Blood	Erythroblasts	source_name=Human erythroblasts | tissue=Adult peripheral blood | cell type=CD34+ derived erythroblasts | differentiation=Day 11 | genotype=Let-7 KD
SRX17966411	GATA1	Blood	Erythroblasts	source_name=Human erythroblasts | tissue=Adult peripheral blood | cell type=CD34+ derived erythroblasts | differentiation=Day 11 | genotype=Let-7 KD
SRX17966413	HIC2	Blood	Erythroblasts	source_name=Human erythroblasts | tissue=Adult peripheral blood | cell type=CD34+ derived erythroblasts | differentiation=Day 11 | genotype=Let-7 KD
SRX17966415	HIC2	Blood	Erythroblasts	source_name=Human erythroblasts | tissue=Adult peripheral blood | cell type=CD34+ derived erythroblasts | differentiation=Day 11 | genotype=Let-7 KD
SRX1799522	TRIM28	Blood	CD4+ T cells	source_name=CD4_ACT_KAP1 | tissue=peripheral blood | cell type=CD4+ T lymphocytes | culture condition=3-day culture in activating condition (anti-CD3, anti-CD28, IL-2)
SRX1799528	TRIM28	Blood	CD4+ T cells	source_name=CD4_ACT_KAP1 | tissue=peripheral blood | cell type=CD4+ T lymphocytes | culture condition=3-day culture in activating condition (anti-CD3, anti-CD28, IL-2)
SRX1799591	TBX21	Blood	Th1 Cells	source_name=In vitro differentiated Th1 cells | cell type=Th1 | treatment/agent=anti-CD3/CD28
SRX18119380	MYB	Others	Salivary Glands	source_name=Human tumor salivary gland (MYB-NFIB fusion) | disease state=salivary adenoid cystic carcinoma | cell type=Human tumor salivary gland (MYB-NFIB fusion)
SRX18156222	FOXA2	Liver	Liver	source_name=Liver | tissue=liver | disease state=Mild NAFLD
SRX18156225	LMNB1	Liver	Liver	source_name=Liver | tissue=liver | disease state=Mild NAFLD
SRX1823797	BRD4	Bone	Osteoblasts	source_name=DIF_BRD4 | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=differentiated for 5 days into osteoblastic lineage
SRX1823800	BRD4	Bone	Osteoblasts	source_name=UND_BRD4 | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=undifferentiated
SRX1823809	CEBPB	Bone	Osteoblasts	source_name=DIF_CEBPb | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=differentiated for 5 days into osteoblastic lineage
SRX1823811	FOSL2	Bone	Osteoblasts	source_name=DIF_FOSL2 | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=differentiated for 5 days into osteoblastic lineage
SRX1823813	JUND	Bone	Osteoblasts	source_name=DIF_JUND | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=differentiated for 5 days into osteoblastic lineage
SRX1823815	TEAD1	Bone	Osteoblasts	source_name=DIF_TEAD1 | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=differentiated for 5 days into osteoblastic lineage
SRX1823817	STAT3	Bone	Osteoblasts	source_name=DIF_STAT3 | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=differentiated for 5 days into osteoblastic lineage
SRX1842780	MYCN	Neural	Neuroblastoma	source_name=MYCN3 cells | cell type=Neuroblastoma cell line with inducible MYCN expression | cell line=MYCN3 (SHEP-MYCN-TET) | condition=mycn-low
SRX1842781	MYCN	Neural	Neuroblastoma	source_name=MYCN3 cells | cell type=Neuroblastoma cell line with inducible MYCN expression | cell line=MYCN3 (SHEP-MYCN-TET) | condition=mycn-high
SRX18517800	NUP98	Epidermis	Keratinocytes	source_name=human keratinocytes | treatment=None | cell type=primary human neonatal keratinocytes | tissue=Foreskin
SRX18517813	HDAC1	Epidermis	Keratinocytes	source_name=human keratinocytes | treatment=None | cell type=primary human neonatal keratinocytes | tissue=Foreskin
SRX18517819	NUP98	Epidermis	Keratinocytes	source_name=human keratinocytes | treatment=DMSO | cell type=primary human neonatal keratinocytes | tissue=Foreskin
SRX18517820	NUP98	Epidermis	Keratinocytes	source_name=human keratinocytes | treatment=ROM | cell type=primary human neonatal keratinocytes | tissue=Foreskin
SRX18517821	NUP98	Epidermis	Keratinocytes	source_name=human keratinocytes | treatment=SAHA | cell type=primary human neonatal keratinocytes | tissue=Foreskin
SRX186666	EZH2	Blood	CD20+	source_name=CD20+_RO01794 | datatype=ChipSeq | datatype description=Chromatin IP Sequencing | controlid=wgEncodeEH003132 | replicate=1,2 | cell sex=F | treatment=None | treatment description=No special treatment or protocol applies | control=std | control description=Standard input signal for most experiments. | controlid=CD20+_RO01794/None/Input/std
SRX186670	CTCF	Blood	CD20+	source_name=CD20+ | datatype=ChipSeq | datatype description=Chromatin IP Sequencing | controlid=wgEncodeEH003132 | replicate=1,3,2 | cell sex=F | treatment=None | treatment description=No special treatment or protocol applies | control=std | control description=Standard input signal for most experiments. | controlid=CD20+/None/Input/std
SRX186704	CTCF	Blood	Monocytes-CD14+	source_name=Monocytes-CD14+_RO01746 | datatype=ChipSeq | datatype description=Chromatin IP Sequencing | controlid=wgEncodeEH003130 | replicate=1,2 | cell sex=F | treatment=None | treatment description=No special treatment or protocol applies | control=std | control description=Standard input signal for most experiments. | controlid=Monocytes-CD14+_RO01746/None/Input/std
SRX186710	EP300	Bone	Osteobl	source_name=Osteobl | datatype=ChipSeq | datatype description=Chromatin IP Sequencing | controlid=wgEncodeEH001056 | replicate=1,2 | cell sex=U | treatment=None | treatment description=No special treatment or protocol applies | control=std | control description=Standard input signal for most experiments. | controlid=Osteobl/None/Input/std
SRX18672589	CTCF	Neural	Microglia	source_name=Microglia | cell line=C20 | treatment=untreated
SRX18672592	CTCF	Neural	Microglia	source_name=Microglia | cell line=C20 | treatment=CTCF-KD
SRX1878943	BRD4	Others	Fibroblasts	source_name=Fibroblast cell line, empty vector added | cell line=7250 | cell type=fibroblast | enrichment target=BRD4 | target function=Acetylated Lysine Reader, Active Enhancers
SRX1878944	BRD4	Others	Fibroblasts	source_name=Fibroblast cell line, PAX3-FOXO1 vector added | cell line=7250 | cell type=fibroblast | enrichment target=BRD4 | target function=Acetylated Lysine Reader, Active Enhancers
SRX19123211	DAXX	Blood	B cells	source_name=Human B lymphocytes | cell line=Human B lymphocytes | disease state=C9HRE ALS/FTD
SRX1916933	DNMT3A	Epidermis	Epidermal stem cells	source_name=Epidermal Stem Cells | passage=5 | tissue=Foreskin
SRX1916934	DNMT3B	Epidermis	Epidermal stem cells	source_name=Epidermal Stem Cells | passage=5 | tissue=Foreskin
SRX1916935	DNMT3A	Epidermis	Epidermal stem cells	source_name=Epidermal Stem Cells | passage=5 | tissue=Foreskin
SRX1916936	DNMT3B	Epidermis	Epidermal stem cells	source_name=Epidermal Stem Cells | passage=5 | tissue=Foreskin
SRX1916937	DNMT3A	Epidermis	Epidermal stem cells	source_name=Epidermal Stem Cells | passage=5 | tissue=Foreskin
SRX1916938	DNMT3B	Epidermis	Epidermal stem cells	source_name=Epidermal Stem Cells | passage=5 | tissue=Foreskin
SRX1920484	STAT5A	Blood	Memory T cells	source_name=HIV-1 latently-infected central memory T cells cultured from uninfected primary T cells | treatment=Untreated
SRX1920486	STAT5A	Blood	Memory T cells	source_name=HIV-1 latently-infected central memory T cells cultured from uninfected primary T cells | treatment=3 h IL-2
SRX1920488	STAT5A	Blood	Memory T cells	source_name=HIV-1 latently-infected central memory T cells cultured from uninfected primary T cells | treatment=3 h IL-2 + 100 micromolar HODHBt
SRX19304507	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat | tissue=subcutaneous abdominal fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304509	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat | tissue=subcutaneous gluteofemoral fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304518	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat | tissue=subcutaneous abdominal fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304527	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat | tissue=subcutaneous gluteofemoral fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304546	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat | tissue=subcutaneous abdominal fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304567	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat | tissue=subcutaneous gluteofemoral fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304575	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat | tissue=subcutaneous abdominal fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304584	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat | tissue=subcutaneous gluteofemoral fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304593	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat | tissue=subcutaneous abdominal fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304598	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat | tissue=subcutaneous gluteofemoral fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304607	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat | tissue=subcutaneous abdominal fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304615	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat | tissue=subcutaneous gluteofemoral fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304644	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat | tissue=subcutaneous abdominal fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304664	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat | tissue=subcutaneous gluteofemoral fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304673	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat | tissue=subcutaneous abdominal fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19487524	NFE2L2	Blood	Erythroid progenitors	source_name=Day-12 cultured erythroid progenitors from SCD patient | age=2-3 month | treatment=PBS
SRX19487526	NFE2L2	Blood	Erythroid progenitors	source_name=Day-12 cultured erythroid progenitors from SCD patient | age=2-3 month | treatment=L2HG
SRX19495644	AHR	Epidermis	Keratinocytes	source_name=skin | tissue=skin | cell type=primary keratinocytes | treatment=TCDD 30min
SRX19495645	AHR	Epidermis	Keratinocytes	source_name=skin | tissue=skin | cell type=primary keratinocytes | treatment=TCDD 90min
SRX19538281	TP53	Bone	Osteoblasts	source_name=Osteoblast | cell line=Osteoblast | cell type=Osteoblast | genotype=p53 WT/A347D
SRX19664486	BANF1	Others	Mesenchymal stem cells	source_name=hBM-MSC-TERT4 | cell line=hBM-MSC-TERT4 | time=0 hrs | treatment=undifferentiated
SRX19664488	BANF1	Others	Mesenchymal stem cells	source_name=hBM-MSC-TERT4 | cell line=hBM-MSC-TERT4 | time=24 hrs | treatment=osteogenic differentiation
SRX19664489	BANF1	Others	Mesenchymal stem cells	source_name=hBM-MSC-TERT4 | cell line=hBM-MSC-TERT4 | time=24 hrs | treatment=adipogenic differentiation
SRX1968072	BCL11B	Blood	Thymus	source_name=thymus | cell type=CD34+ | replicate=1
SRX1968074	BCL11B	Blood	Thymus	source_name=thymus | cell type=CD34- | replicate=1
SRX1968076	BCL11B	Blood	Thymus	source_name=thymus | cell type=CD34+ | replicate=2
SRX19738542	EZH2	Neural	Astrocytes	source_name=Immortalized human astrocytes (Sanoda 2001) | treatment=treated with CRISPRa system with Control sgRNAs for 14 days | cell type=Immortalized human astrocytes (Sanoda 2001)
SRX19738544	EZH2	Neural	Astrocytes	source_name=Immortalized human astrocytes (Sanoda 2001) | treatment=treated with CRISPRa system with sgRNAs for HOXDeRNA activation for 14 days | cell type=Immortalized human astrocytes (Sanoda 2001)
SRX198034	BRD4	Blood	CD4+ T cells	source_name=CD4+ T cells | cell type=CD4+ T cells | treatment=JQ1 treated
SRX200046	LMNA	Epidermis	Forearm skin	source_name=normal forearm skin biopsy, lamin ChIP | disease status=normal | tissue=forearm skin biopsy | cell type=fibroblasts | gender=male | cell line=HGFDFN168 | passage=16
SRX200050	LMNA	Epidermis	Forearm skin	source_name=patient forearm skin biopsy, lamin ChIP | disease status=Hutchinson-Gilford progeria syndrome | tissue=forearm skin biopsy | cell type=fibroblasts | gender=male | cell line=HGADFN167 | passage=16
SRX20093960	LMNA	Epidermis	Dermal fibroblast	source_name=HDF1 | cell line=HDF1 | cell type=Human dermal fibroblasts
SRX20097676	VDR	Epidermis	Foreskin	source_name=Foreskin | tissue=Foreskin | cell type=cultured keratinocyte | treatment=1,25D3
SRX20097681	TP63	Epidermis	Foreskin	source_name=Foreskin | tissue=Foreskin | cell type=cultured keratinocyte | treatment=1,25D3
SRX20097683	CTCF	Epidermis	Foreskin	source_name=Foreskin | tissue=Foreskin | cell type=cultured keratinocyte | treatment=1,25D3
SRX20097685	MED1	Epidermis	Foreskin	source_name=Foreskin | tissue=Foreskin | cell type=cultured keratinocyte | treatment=1,25D3
SRX20140860	SOX2	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=wt | treatment=No treatment
SRX20140867	INTS10	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=wt | treatment=No treatment
SRX20140869	INTS10	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=INTS10HET2 | treatment=No treatment
SRX20140879	CPSF3L	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=wt | treatment=No treatment
SRX20140881	CPSF3L	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=INTS10HET2 | treatment=No treatment
SRX20140890	SOX2	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=INTS10HET2 | treatment=No treatment
SRX20140894	INTS13	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=wt | treatment=No treatment
SRX20140896	INTS13	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=INTS10HET2 | treatment=No treatment
SRX2014554	SMC1A	Epidermis	Keratinocytes	source_name=Human epidermal keratinocytes | cell type=Primary human epidermal keratinocytes | tissue=Neonatal foreskin
SRX203387	BRD4	Blood	Plasma Cells	source_name=Chromatin IP against Brd4 in MM.1S (500 nM JQ1) | diagnosis=Multiple myeloma | cell type=Plasma cell | treatment duration=24 hr | treatment concentration=500nM | treatment drug=JQ1
SRX203388	BRD4	Blood	Plasma Cells	source_name=Chromatin IP against Brd4 in MM.1S (DMSO) | diagnosis=Multiple myeloma | cell type=Plasma cell | treatment duration=24 hr | treatment drug=DMSO
SRX203389	MYC	Blood	Plasma Cells	source_name=Chromatin IP against c-Myc in MM.1S (500 nM JQ1) | diagnosis=Multiple myeloma | cell type=Plasma cell | treatment duration=24 hr | treatment concentration=500nM | treatment drug=JQ1
SRX203390	CDK9	Blood	Plasma Cells	source_name=Chromatin IP against CDK9 in MM.1S (500 nM JQ1) for 12022011_B0A1WABXX* | diagnosis=Multiple myeloma | cell type=Plasma cell | treatment duration=24 hr | treatment concentration=500nM | treatment drug=JQ1
SRX203391	CDK9	Blood	Plasma Cells	source_name=Chromatin IP against CDK9 in MM.1S (DMSO) for 12022011_B0A1WABXX* | diagnosis=Multiple myeloma | cell type=Plasma cell | treatment duration=24 hr | treatment drug=DMSO
SRX203394	MAX	Blood	Plasma Cells	source_name=Chromatin IP against Max in MM.1S (500 nM JQ1) for 12022011_B0A1WABXX* | diagnosis=Multiple myeloma | cell type=Plasma cell | treatment duration=24 hr | treatment concentration=500nM | treatment drug=JQ1
SRX203395	MED1	Blood	Plasma Cells	source_name=Chromatin IP against Med1 in MM.1S (500 nM JQ1) | diagnosis=Multiple myeloma | cell type=Plasma cell | treatment duration=24 hr | treatment drug=DMSO
SRX20419390	HDAC1	Epidermis	Keratinocytes	source_name=human keratinoctyes | treatment=none | cell type=primary human neonatal keratinocytes | tissue=Foreskin
SRX20419392	NUP98	Epidermis	Keratinocytes	source_name=human keratinoctyes | treatment=none | cell type=primary human neonatal keratinocytes | tissue=Foreskin
SRX20420564	TFAP4	Blood	T cells	source_name=Blood | individual=donor 1 | tissue=Blood | cell line=Primary cells | cell type=T cells | genotype=BATF-TFAP4 knockin | treatment=None
SRX20420565	TFAP4	Blood	T cells	source_name=Blood | individual=donor 1 | tissue=Blood | cell line=Primary cells | cell type=T cells | genotype=BATF knockin | treatment=None
SRX20420566	TFAP4	Blood	T cells	source_name=Blood | individual=donor 1 | tissue=Blood | cell line=Primary cells | cell type=T cells | genotype=TFAP4 knockin | treatment=None
SRX20420567	TFAP4	Blood	T cells	source_name=Blood | individual=donor 1 | tissue=Blood | cell line=Primary cells | cell type=T cells | genotype=tNGFR knockin | treatment=None
SRX20420568	TFAP4	Blood	T cells	source_name=Blood | individual=donor 2 | tissue=Blood | cell line=Primary cells | cell type=T cells | genotype=BATF-TFAP4 knockin | treatment=None
SRX20420569	TFAP4	Blood	T cells	source_name=Blood | individual=donor 2 | tissue=Blood | cell line=Primary cells | cell type=T cells | genotype=BATF knockin | treatment=None
