Experiment ID,Track type,Cell type class,Cell type
SRX1614810,ZNF366,Blood,Dendritic Cells
SRX1614811,ZNF366,Blood,Dendritic Cells
SRX16495439,CTCF,Blood,B cells
SRX16495440,CTCF,Blood,B cells
SRX16495441,CTCF,Blood,B cells
SRX16495581,CTCF,Blood,B cells
SRX16495582,CTCF,Blood,B cells
SRX16495583,CTCF,Blood,B cells
SRX16495661,CTCF,Blood,CD8+ T cells
SRX16495662,CTCF,Blood,CD8+ T cells
SRX16495663,CTCF,Blood,CD8+ T cells
SRX16495761,CTCF,Blood,CD8+ T cells
SRX16495762,CTCF,Blood,CD8+ T cells
SRX16498443,CTCF,Blood,Monocytes-CD14+
SRX16498444,CTCF,Blood,Monocytes-CD14+
SRX16498445,CTCF,Blood,Monocytes-CD14+
SRX16499729,CTCF,Blood,CD4+ T cells
SRX16499730,CTCF,Blood,CD4+ T cells
SRX16499731,CTCF,Blood,CD4+ T cells
SRX16500096,CTCF,Blood,Natural killer cells
SRX16500097,CTCF,Blood,Natural killer cells
SRX16500098,CTCF,Blood,Natural killer cells
SRX16500124,CTCF,Blood,CD4+ T cells
SRX16500125,CTCF,Blood,CD4+ T cells
SRX16500126,CTCF,Blood,CD4+ T cells
SRX16608127,NFYB,Blood,B cells
SRX16608128,NFYB,Blood,B cells
SRX170345,SMARCA4,Blood,CD4+
SRX170346,SMARCA4,Blood,Hematopoietic Stem Cells
SRX170347,EP300,Blood,Hematopoietic Stem Cells
SRX170348,SMARCA4,Blood,CD36+
SRX170349,EP300,Blood,CD36+
SRX170356,SMARCA4,Blood,B cells
SRX17149149,ETV3,Blood,Monocytes
SRX17149150,ETV3,Blood,Monocytes
SRX17149151,ETV6,Blood,Monocytes
SRX17149152,ETV6,Blood,Monocytes
SRX1733648,ATF2,Blood,Macrophages
SRX1738529,CTCF,Blood,Hematopoietic Stem Cells
SRX1738530,STAG1,Blood,Hematopoietic Stem Cells
SRX1738531,CTCF,Blood,Erythroid Cells
SRX1738532,STAG1,Blood,Erythroid Cells
SRX17491426,AGO2,Blood,Macrophages
SRX17491428,AGO2,Blood,Macrophages
SRX17834083,BATF,Blood,T cells
SRX17834084,BATF,Blood,T cells
SRX17966408,GATA1,Blood,Erythroblasts
SRX17966409,GATA1,Blood,Erythroblasts
SRX17966410,GATA1,Blood,Erythroblasts
SRX17966411,GATA1,Blood,Erythroblasts
SRX17966412,HIC2,Blood,Erythroblasts
SRX17966413,HIC2,Blood,Erythroblasts
SRX17966414,HIC2,Blood,Erythroblasts
SRX17966415,HIC2,Blood,Erythroblasts
SRX1799522,TRIM28,Blood,CD4+ T cells
SRX1799525,TRIM28,Blood,CD4+ T cells
SRX1799528,TRIM28,Blood,CD4+ T cells
SRX1799531,TRIM28,Blood,CD4+ T cells
SRX1799591,TBX21,Blood,Th1 Cells
SRX1799593,TBX21,Blood,Th1 Cells
SRX18297837,CBX4,Blood,Erythroblasts
SRX18520343,KMT2D,Blood,B cells
SRX185893,BCL6,Blood,B cells
SRX186666,EZH2,Blood,CD20+
SRX186670,CTCF,Blood,CD20+
SRX186704,CTCF,Blood,Monocytes-CD14+
SRX1901489,MLL-AF4,Blood,CD19+ leukemic cells
SRX1901615,CHD7,Blood,CD34+
SRX19123211,DAXX,Blood,B cells
SRX19123214,DAXX,Blood,B cells
SRX19123217,DAXX,Blood,B cells
SRX1920484,STAT5A,Blood,Memory T cells
SRX1920486,STAT5A,Blood,Memory T cells
SRX1920488,STAT5A,Blood,Memory T cells
SRX19487524,NFE2L2,Blood,Erythroid progenitors
SRX19487525,NFE2L2,Blood,Erythroid progenitors
SRX19487526,NFE2L2,Blood,Erythroid progenitors
SRX19487527,NFE2L2,Blood,Erythroid progenitors
SRX1968072,BCL11B,Blood,Thymus
SRX1968074,BCL11B,Blood,Thymus
SRX1968076,BCL11B,Blood,Thymus
SRX1968078,BCL11B,Blood,Thymus
SRX198033,BRD4,Blood,CD4+ T cells
SRX198034,BRD4,Blood,CD4+ T cells
SRX2013090,MYCN,Blood,CD34 Hematopoietic stem cells
SRX2013091,MYCN,Blood,CD34 Hematopoietic stem cells
SRX2013092,MYCN,Blood,CD34 Hematopoietic stem cells
SRX2013093,MYCN,Blood,CD34 Hematopoietic stem cells
SRX203387,BRD4,Blood,Plasma Cells
SRX203388,BRD4,Blood,Plasma Cells
SRX203389,MYC,Blood,Plasma Cells
SRX203390,CDK9,Blood,Plasma Cells
SRX203391,CDK9,Blood,Plasma Cells
SRX203394,MAX,Blood,Plasma Cells
SRX203395,MED1,Blood,Plasma Cells
SRX20420564,TFAP4,Blood,T cells
SRX20420565,TFAP4,Blood,T cells
SRX20420566,TFAP4,Blood,T cells
SRX20420567,TFAP4,Blood,T cells
SRX20420568,TFAP4,Blood,T cells
SRX20420569,TFAP4,Blood,T cells
SRX20420570,TFAP4,Blood,T cells
SRX20420571,TFAP4,Blood,T cells
SRX20420572,TFAP4,Blood,T cells
SRX20420573,TFAP4,Blood,T cells
SRX20420574,TFAP4,Blood,T cells
SRX20420575,TFAP4,Blood,T cells
SRX20420576,BATF,Blood,T cells
SRX20420577,BATF,Blood,T cells
SRX20420578,BATF,Blood,T cells
SRX20420579,BATF,Blood,T cells
SRX20420580,BATF,Blood,T cells
SRX20420581,BATF,Blood,T cells
SRX20420582,BATF,Blood,T cells
SRX20420583,BATF,Blood,T cells
SRX20420584,BATF,Blood,T cells
SRX20420585,BATF,Blood,T cells
SRX20420586,BATF,Blood,T cells
SRX20420587,BATF,Blood,T cells
SRX205164,TAL1,Blood,Erythroid Cells
SRX205165,TAL1,Blood,Erythroid Cells
SRX205166,TAL1,Blood,Erythroid Cells
SRX205167,TAL1,Blood,Erythroid Cells
SRX212318,CTCF,Blood,Monocytes
SRX212319,CTCF,Blood,Macrophages
SRX212351,HIF1A,Blood,Macrophages
SRX212352,HIF1A,Blood,Macrophages
SRX212353,HIF1A,Blood,Macrophages
SRX212354,HIF1A,Blood,Macrophages
SRX212355,EPAS1,Blood,Macrophages
SRX212356,EPAS1,Blood,Macrophages
SRX212357,EPAS1,Blood,Macrophages
SRX212358,EPAS1,Blood,Macrophages
SRX212359,HIF1A,Blood,Macrophages
SRX212360,HIF1A,Blood,Macrophages
SRX212361,HIF1A,Blood,Macrophages
SRX212362,HIF1A,Blood,Macrophages
SRX212363,EPAS1,Blood,Macrophages
SRX212364,EPAS1,Blood,Macrophages
SRX212365,EPAS1,Blood,Macrophages
SRX212366,EPAS1,Blood,Macrophages
SRX212431,STAT5A,Blood,Treg
SRX212432,STAT5A,Blood,Treg
SRX212433,STAT5A,Blood,CD4+ T cells
SRX212434,STAT5A,Blood,CD4+ T cells
SRX212437,ETS1,Blood,Treg
SRX212438,ETS1,Blood,Treg
SRX212439,ETS1,Blood,Treg
SRX212440,ETS1,Blood,CD4+ T cells
SRX212441,ETS1,Blood,CD4+ T cells
SRX212442,RUNX1,Blood,Treg
SRX212443,RUNX1,Blood,CD4+ T cells
SRX212444,RUNX1,Blood,CD4+ T cells
SRX212445,FOXP3,Blood,Treg
SRX212446,FOXP3,Blood,Treg
SRX212447,FOXP3,Blood,CD4+ T cells
SRX212448,FOXP3,Blood,CD4+ T cells
SRX212647,STAT1,Blood,Monocytes-CD14+
SRX212648,STAT1,Blood,Monocytes-CD14+
SRX212649,STAT1,Blood,Monocytes-CD14+
SRX212650,STAT1,Blood,Monocytes-CD14+
SRX212651,STAT1,Blood,Monocytes-CD14+
SRX212652,STAT1,Blood,Monocytes-CD14+
SRX212661,IRF1,Blood,Monocytes-CD14+
SRX212662,IRF1,Blood,Monocytes-CD14+
SRX212663,IRF1,Blood,Monocytes-CD14+
SRX212664,IRF1,Blood,Monocytes-CD14+
SRX218418,GATA1,Blood,Erythroid Cells
SRX218419,KLF1,Blood,Erythroid Cells
SRX218420,NFE2,Blood,Erythroid Cells
SRX218421,EP300,Blood,Erythroid Cells
SRX22037065,RAD21,Blood,Erythroid Cells
SRX22037066,RAD21,Blood,Erythroid Cells
SRX22037067,RAD21,Blood,Erythroid Cells
SRX22037076,CTCF,Blood,Erythroid Cells
SRX22037077,CTCF,Blood,Erythroid Cells
SRX22037078,CTCF,Blood,Erythroid Cells
SRX2253219,CD74,Blood,B cells
SRX2253220,CD74,Blood,B cells
SRX2253222,CD74,Blood,B cells
SRX2253223,CD74,Blood,B cells
SRX2253225,CD74,Blood,B cells
SRX2253226,CD74,Blood,B cells
SRX2253228,CD74,Blood,B cells
SRX2281258,KMT2A,Blood,Cord blood mononuclear
SRX2281260,KMT2A,Blood,Bone marrow mononuclear cells
SRX23335291,EZH2,Blood,CD4+ T cells
SRX23335292,EZH2,Blood,CD4+ T cells
SRX23335293,EZH2,Blood,CD4+ T cells
SRX2339191,CREBBP,Blood,B cells
SRX2339193,CREBBP,Blood,B cells
SRX2367967,SP140,Blood,Macrophages
SRX2367969,SP140,Blood,Macrophages
SRX237289,INO80,Blood,CD4+ T cells
SRX237290,SRCAP,Blood,CD4+ T cells
SRX24330007,MYC,Blood,Macrophages
SRX24330009,MYC,Blood,Macrophages
SRX24545851,S100A9,Blood,Monocytes
SRX24545853,S100A9,Blood,Monocytes
SRX24545855,S100A9,Blood,Monocytes
SRX24545857,S100A9,Blood,Monocytes
SRX24545858,S100A9,Blood,Monocytes
SRX24545860,S100A9,Blood,Monocytes
SRX24545862,S100A9,Blood,Monocytes
SRX24545864,S100A9,Blood,Monocytes
SRX2464015,EP300,Blood,CD8+ T cells
SRX2464016,EP300,Blood,CD8+ T cells
SRX2464017,EP300,Blood,CD8+ T cells
SRX2464018,EP300,Blood,CD8+ T cells
SRX2481499,GATA1,Blood,Erythroid Precursor Cells
SRX2481500,TAL1,Blood,Erythroid Precursor Cells
SRX248930,ERG,Blood,CD34+
SRX248931,FLI1,Blood,CD34+
SRX248932,TAL1,Blood,CD34+
SRX248933,LYL1,Blood,CD34+
SRX248934,GATA2,Blood,CD34+
SRX248935,RUNX1,Blood,CD34+
SRX248936,LMO2,Blood,CD34+
SRX256993,NR3C1,Blood,Lymphoblastoid cell line
SRX256994,NR3C1,Blood,Lymphoblastoid cell line
SRX256995,NR3C1,Blood,Lymphoblastoid cell line
SRX256996,NR3C1,Blood,Lymphoblastoid cell line
SRX256997,RELA,Blood,Lymphoblastoid cell line
SRX256998,RELA,Blood,Lymphoblastoid cell line
SRX256999,RELA,Blood,Lymphoblastoid cell line
SRX257000,RELA,Blood,Lymphoblastoid cell line
SRX2614800,DNMT3B,Blood,Lymphoblastoid cell line
SRX2614801,DNMT3B,Blood,Lymphoblastoid cell line
SRX2614802,DNMT3B,Blood,Lymphoblastoid cell line
SRX2614803,DNMT3B,Blood,Lymphoblastoid cell line
SRX2661479,STAT3,Blood,Th17 Cells
SRX2661481,STAT3,Blood,Th17 Cells
SRX2661483,STAT3,Blood,Th17 Cells
SRX2770844,CEBPB,Blood,Macrophages
SRX2770845,CEBPB,Blood,Macrophages
SRX2770846,CEBPB,Blood,Macrophages
SRX2770847,CEBPB,Blood,Macrophages
SRX2770850,MAF,Blood,Macrophages
SRX2770851,MAF,Blood,Macrophages
SRX2770854,SPI1,Blood,Macrophages
SRX2770855,SPI1,Blood,Macrophages
SRX2770856,SPI1,Blood,Macrophages
SRX2770857,SPI1,Blood,Macrophages
SRX2770858,SMC1A,Blood,Macrophages
SRX2770859,SMC1A,Blood,Macrophages
SRX2770860,SMC1A,Blood,Macrophages
SRX2778382,YY1,Blood,Lymphoblastoid cell line
SRX2778383,YY1,Blood,Lymphoblastoid cell line
SRX2778384,YY1,Blood,Lymphoblastoid cell line
SRX2778385,YY1,Blood,Lymphoblastoid cell line
SRX2778386,YY1,Blood,Lymphoblastoid cell line
SRX2778387,YY1,Blood,Lymphoblastoid cell line
SRX2778388,YY1,Blood,Lymphoblastoid cell line
SRX2778389,YY1,Blood,Lymphoblastoid cell line
SRX2778390,YY1,Blood,Lymphoblastoid cell line
SRX2778391,YY1,Blood,Lymphoblastoid cell line
SRX2778392,YY1,Blood,Lymphoblastoid cell line
SRX2778393,YY1,Blood,Lymphoblastoid cell line
SRX2778394,YY1,Blood,Lymphoblastoid cell line
SRX2778395,YY1,Blood,Lymphoblastoid cell line
SRX2778396,YY1,Blood,Lymphoblastoid cell line
SRX2778397,YY1,Blood,Lymphoblastoid cell line
SRX2778398,YY1,Blood,Lymphoblastoid cell line
SRX2778399,YY1,Blood,Lymphoblastoid cell line
SRX278504,TP53,Blood,Lymphoblastoid cells
SRX278506,TP53,Blood,Lymphoblastoid cells
SRX278507,TP53,Blood,Lymphoblastoid cells
SRX278510,TP53,Blood,Lymphoblastoid cells
SRX2821736,FOSL1,Blood,CD4+ T cells
SRX2821737,FOSL1,Blood,CD4+ T cells
SRX2821738,FOSL1,Blood,CD4+ T cells
SRX2821739,FOSL1,Blood,CD4+ T cells
SRX286018,SPI1,Blood,Macrophages
SRX286019,SPI1,Blood,Macrophages
SRX2867628,BRD4,Blood,Lymphoblastoid cell line
SRX2867629,BRD4,Blood,Lymphoblastoid cell line
SRX2867630,BRD4,Blood,Lymphoblastoid cell line
SRX3010219,CTCF,Blood,Neutrophils
SRX3010220,CTCF,Blood,Neutrophils
SRX3056625,CTCF,Blood,Erythroblasts
SRX3056626,CTCF,Blood,Erythroblasts
SRX3056628,CTCF,Blood,Erythroblasts
SRX3056629,CTCF,Blood,Erythroblasts
SRX3083284,BACH2,Blood,B cells
SRX3083285,BACH2,Blood,B cells
SRX3089967,NCOA4,Blood,Erythroblasts
SRX3089968,NCOA4,Blood,Erythroblasts
SRX3195440,MLLT3,Blood,CD34+ cells
SRX3244991,SPI1,Blood,Macrophages
SRX3244992,CEBPB,Blood,Macrophages
SRX3244993,CEBPB,Blood,Macrophages
SRX3279750,IRF4,Blood,CD4+ T cells
SRX3279751,NFATC1,Blood,CD4+ T cells
SRX3279752,NFATC2,Blood,CD4+ T cells
SRX331853,REST,Blood,CD4+ T cells
SRX3322276,CTCF,Blood,Peyers Patches
SRX3322443,CTCF,Blood,Peyers Patches
SRX3322475,CTCF,Blood,Peyers Patches
SRX3323079,CTCF,Blood,Peyers Patches
SRX3345973,INTS13,Blood,Monocytes
SRX3408800,CTCF,Blood,CD34 Hematopoietic stem cells
SRX3445722,ZNF341,Blood,B cells
SRX3445723,ZNF341,Blood,B cells
SRX3460916,IKZF3,Blood,Pre-B cells
SRX3460917,IKZF1,Blood,Pre-B cells
SRX3460918,MTA2,Blood,Pre-B cells
SRX3460919,CHD4,Blood,Pre-B cells
SRX3460920,POU2AF1,Blood,Pre-B cells
SRX3460921,POU2F2,Blood,Pre-B cells
SRX3545872,SMARCC1,Blood,Bone marrow nuclear cells
SRX3545876,SMARCC1,Blood,Bone marrow nuclear cells
SRX3545880,SMARCC1,Blood,Bone marrow nuclear cells
SRX3545884,SMARCC1,Blood,Peripheral blood mononuclear cells
SRX356482,CTCF,Blood,Lymphoblastoid cell line
SRX356483,CTCF,Blood,Lymphoblastoid cell line
SRX356484,CTCF,Blood,Lymphoblastoid cell line
SRX356499,STAG1,Blood,Lymphoblastoid cell line
SRX356500,STAG1,Blood,Lymphoblastoid cell line
SRX356545,CTCF,Blood,Lymphoblastoid cell line
SRX356546,CTCF,Blood,Lymphoblastoid cell line
SRX356547,CTCF,Blood,Lymphoblastoid cell line
SRX356559,STAG1,Blood,Lymphoblastoid cell line
SRX356560,STAG1,Blood,Lymphoblastoid cell line
SRX356712,CTCF,Blood,Lymphoblastoid cell line
SRX356713,CTCF,Blood,Lymphoblastoid cell line
SRX356714,CTCF,Blood,Lymphoblastoid cell line
SRX356728,STAG1,Blood,Lymphoblastoid cell line
SRX356729,STAG1,Blood,Lymphoblastoid cell line
SRX356730,CTCF,Blood,Lymphoblastoid cell line
SRX356731,CTCF,Blood,Lymphoblastoid cell line
SRX356732,CTCF,Blood,Lymphoblastoid cell line
SRX356746,STAG1,Blood,Lymphoblastoid cell line
SRX356747,STAG1,Blood,Lymphoblastoid cell line
SRX356748,CTCF,Blood,Lymphoblastoid cell line
SRX356749,CTCF,Blood,Lymphoblastoid cell line
SRX356750,CTCF,Blood,Lymphoblastoid cell line
SRX356764,STAG1,Blood,Lymphoblastoid cell line
SRX356765,STAG1,Blood,Lymphoblastoid cell line
SRX356766,CTCF,Blood,Lymphoblastoid cell line
SRX356767,CTCF,Blood,Lymphoblastoid cell line
SRX356768,CTCF,Blood,Lymphoblastoid cell line
SRX356782,STAG1,Blood,Lymphoblastoid cell line
SRX356783,STAG1,Blood,Lymphoblastoid cell line
SRX3586325,NR3C1,Blood,Monocytes
SRX3586326,NR3C1,Blood,Monocytes
SRX3586327,NR3C1,Blood,Monocytes
SRX3586328,NR3C1,Blood,Monocytes
SRX3586329,NR3C1,Blood,Macrophages
SRX3586330,NR3C1,Blood,Macrophages
SRX3586331,NR3C1,Blood,Macrophages
SRX3586332,NR3C1,Blood,Macrophages
SRX3586365,RUNX1,Blood,Pre-B lymphoblast cells
SRX3586366,RUNX1,Blood,Pre-B lymphoblast cells
SRX3586367,RUNX1,Blood,Pre-B lymphoblast cells
SRX3655130,PBX1,Blood,Natural Killer T-Cells
SRX3655131,PBX1,Blood,Natural Killer T-Cells
SRX3666488,TP53,Blood,T cells
SRX3666490,TP53,Blood,T cells
SRX3666492,TP53,Blood,T cells
SRX3666494,TP53,Blood,T cells
SRX3666496,TP53,Blood,T cells
SRX3666498,TP53,Blood,T cells
SRX3666500,TP53,Blood,T cells
SRX3666502,TP53,Blood,T cells
SRX3666504,TP53,Blood,T cells
SRX3666506,TP53,Blood,T cells
SRX3666508,TP53,Blood,T cells
SRX3666510,TP53,Blood,T cells
SRX3703140,MEF2B,Blood,B cells
SRX3703142,MEF2B,Blood,B cells
SRX3768713,MLLT3,Blood,CD34 Hematopoietic stem cells
SRX3768714,MLLT3,Blood,CD34 Hematopoietic stem cells
SRX3768715,MLLT3,Blood,CD34 Hematopoietic stem cells
SRX3768720,MLLT3,Blood,Erythroblasts
SRX3768721,MLLT3,Blood,Erythroblasts
SRX3768736,MLLT3,Blood,CD34 Hematopoietic stem cells
SRX3768737,MLLT3,Blood,CD34 Hematopoietic stem cells
SRX381543,LDB1,Blood,Erythroblasts
SRX381545,CTCF,Blood,Erythroblasts
SRX386202,GATA1,Blood,CD34+
SRX386203,TAL1,Blood,CD34+
SRX386204,GFI1B,Blood,CD34+
SRX391683,TRIM28,Blood,CD34 Hematopoietic stem cells
SRX3934090,INTS13,Blood,Monocytes
SRX3934091,INTS13,Blood,Macrophages
SRX3934092,NAB2,Blood,Monocytes
SRX3934093,NAB2,Blood,Macrophages
SRX3934095,INTS13,Blood,Monocytes
SRX3934096,INTS13,Blood,Monocytes
SRX3942992,ZNF341,Blood,T cells
SRX3990567,ASUN,Blood,Monocytes
SRX4001754,CTCF,Blood,Macrophages
SRX4001755,CTCF,Blood,Macrophages
SRX4001756,CTCF,Blood,Macrophages
SRX4001757,CTCF,Blood,Macrophages
SRX4001758,CTCF,Blood,Macrophages
SRX4001759,CTCF,Blood,Macrophages
SRX4001760,CTCF,Blood,Macrophages
SRX4001761,CTCF,Blood,Macrophages
SRX4001762,RAD21,Blood,Macrophages
SRX4001763,RAD21,Blood,Macrophages
SRX4001764,RAD21,Blood,Macrophages
SRX4001765,RAD21,Blood,Macrophages
SRX4001818,SPI1,Blood,Macrophages
SRX4001819,SPI1,Blood,Macrophages
SRX4001820,SPI1,Blood,Macrophages
SRX4001821,SPI1,Blood,Macrophages
SRX4046302,CXXC1,Blood,Erythroblasts
SRX4046303,CXXC1,Blood,Erythroblasts
SRX4046306,HCFC1,Blood,Erythroblasts
SRX4046307,MEN1,Blood,Erythroblasts
SRX4046308,RBBP5,Blood,Erythroblasts
SRX4046309,SETD1A,Blood,Erythroblasts
SRX4046310,KDM6A,Blood,Erythroblasts
SRX4046314,CXXC1,Blood,Lymphoblastoid cell line
SRX4046315,CXXC1,Blood,Lymphoblastoid cell line
SRX4116559,FOXP1,Blood,B cells
SRX4116561,FOXP1,Blood,B cells
SRX4212570,EZH2,Blood,Peripheral blood mononuclear cells
SRX4212572,EZH2,Blood,Peripheral blood mononuclear cells
SRX4212574,EZH2,Blood,Peripheral blood mononuclear cells
SRX4212576,EZH2,Blood,Peripheral blood mononuclear cells
SRX4212578,EZH2,Blood,Peripheral blood mononuclear cells
SRX4212580,EZH2,Blood,Peripheral blood mononuclear cells
SRX4212585,EZH2,Blood,Peripheral blood mononuclear cells
SRX4212587,EZH2,Blood,Peripheral blood mononuclear cells
SRX4212589,EZH2,Blood,Peripheral blood mononuclear cells
SRX4212591,EZH2,Blood,Peripheral blood mononuclear cells
SRX4212593,EZH2,Blood,Peripheral blood mononuclear cells
SRX4212595,EZH2,Blood,Peripheral blood mononuclear cells
SRX4212597,EZH2,Blood,Peripheral blood mononuclear cells
SRX4284003,CTCF,Blood,B cells
SRX4284004,CTCF,Blood,B cells
SRX4284007,CTCF,Blood,B cells
SRX4284008,CTCF,Blood,B cells
SRX4284011,CTCF,Blood,B cells
SRX4284012,CTCF,Blood,B cells
SRX4288471,CTCF,Blood,Lymphoblastoid cell line
SRX4288472,CTCF,Blood,Lymphoblastoid cell line
SRX4288473,CTCF,Blood,Lymphoblastoid cell line
SRX4288474,CTCF,Blood,Lymphoblastoid cell line
SRX4288475,CTCF,Blood,Lymphoblastoid cell line
SRX4288476,CTCF,Blood,Lymphoblastoid cell line
SRX4345356,NFATC2,Blood,CD4+ T cells
SRX4345357,NFATC2,Blood,CD4+ T cells
SRX4345358,NFATC2,Blood,CD4+ T cells
SRX4345359,NFATC2,Blood,CD4+ T cells
SRX4345360,NFATC1,Blood,CD4+ T cells
SRX4345361,NFATC1,Blood,CD4+ T cells
SRX4345362,FOS,Blood,CD4+ T cells
SRX4345363,JUNB,Blood,CD4+ T cells
SRX4345364,MYC,Blood,CD4+ T cells
SRX4345365,NFKB1,Blood,CD4+ T cells
SRX4345366,NFKB1,Blood,CD4+ T cells
SRX447428,KMT2A,Blood,CD34+
SRX447429,MLLT3,Blood,CD34+
SRX4521396,CTCF,Blood,Macrophages
SRX4521397,CTCF,Blood,Macrophages
SRX4521398,CTCF,Blood,Macrophages
SRX4671059,BMI1,Blood,Lymphoblastoid cell line
SRX4671060,BMI,Blood,Lymphoblastoid cell line
SRX467199,NR2C2,Blood,Erythroblasts
SRX467200,NR2C2,Blood,Erythroblasts
SRX467201,NR2C2,Blood,Erythroblasts
SRX4712347,LDB1,Blood,Macrophages
SRX4712348,LDB1,Blood,Macrophages
SRX472275,TERF1,Blood,Lymphoblastoid cell line
SRX472276,TERF2,Blood,Lymphoblastoid cell line
SRX4732741,HDAC2,Blood,Pre-B cells
SRX4985784,KDM6B,Blood,CD4+ T cells
SRX4985785,KDM6B,Blood,CD4+ T cells
SRX4985786,KDM6B,Blood,CD4+ T cells
SRX4985787,KDM6B,Blood,CD4+ T cells
SRX4985788,KDM6B,Blood,CD4+ T cells
SRX4985789,KDM6B,Blood,CD4+ T cells
SRX4985790,KDM6B,Blood,CD4+ T cells
SRX4985791,KDM6B,Blood,CD4+ T cells
SRX4985792,KDM6B,Blood,CD4+ T cells
SRX4985793,KDM6B,Blood,CD4+ T cells
SRX5095870,SPI1,Blood,Dendritic Cells
SRX5095871,SPI1,Blood,Dendritic Cells
SRX5099498,STAT3,Blood,B cells
SRX5099499,STAT3,Blood,B cells
SRX5167211,CHD4,Blood,Bone marrow nuclear cells
SRX5167212,KDM6A,Blood,Bone marrow nuclear cells
SRX5167217,CHD4,Blood,Nuclear cells
SRX5167218,KDM6A,Blood,Nuclear cells
SRX5169134,GATA2,Blood,Erythroid progenitors
SRX5169135,GATA1,Blood,Erythroid progenitors
SRX5169142,GATA2,Blood,Erythroid Precursor Cells
SRX5169143,GATA1,Blood,Erythroid Precursor Cells
SRX5182324,FMR1,Blood,Lymphoblastoid cell line
SRX5186323,SMAD2,Blood,Hematopoietic Stem Cells
SRX5299873,CTCF,Blood,Erythroid Cells
SRX5299877,NFE2,Blood,Erythroid Cells
SRX5299878,NFE2,Blood,Erythroid Cells
SRX5371248,WAS,Blood,Lymphoblastoid cell line
SRX5371740,NFKB1,Blood,CD4+ T cells
SRX5371741,NFKB1,Blood,CD4+ T cells
SRX5371742,RELA,Blood,CD4+ T cells
SRX5371743,RELA,Blood,CD4+ T cells
SRX5391679,SMC3,Blood,Neutrophils
SRX5391680,SMC3,Blood,Neutrophils
SRX5391681,SMC3,Blood,Neutrophils
SRX5391682,RAD21,Blood,Neutrophils
SRX5391683,RAD21,Blood,Neutrophils
SRX5391684,RAD21,Blood,Neutrophils
SRX5391685,RAD21,Blood,Neutrophils
SRX5391686,CTCF,Blood,Neutrophils
SRX5391687,CTCF,Blood,Neutrophils
SRX5391688,CTCF,Blood,Neutrophils
SRX5391689,CTCF,Blood,Neutrophils
SRX5391690,CTCF,Blood,Neutrophils
SRX5391691,CTCF,Blood,Neutrophils
SRX5409709,NETO2,Blood,CD34 Hematopoietic stem cells
SRX5574340,SPI1,Blood,B cells
SRX5574341,SPI1,Blood,B cells
SRX5574342,SPI1,Blood,Monocytes
SRX5574343,SPI1,Blood,Monocytes
SRX5574344,SPI1,Blood,Monocytes
SRX5574345,SPI1,Blood,Monocytes
SRX5574346,SPI1,Blood,Neutrophils
SRX5574348,SPI1,Blood,Neutrophils
SRX5574350,SPI1,Blood,Mast Cells
SRX5574352,SPI1,Blood,Mast Cells
SRX5574354,SPI1,Blood,Monocytes
SRX5574355,SPI1,Blood,Monocytes
SRX5574356,SPI1,Blood,Monocytes
SRX5574357,SPI1,Blood,Dendritic Cells
SRX5574359,SPI1,Blood,Dendritic Cells
SRX5574361,SPI1,Blood,Dendritic Cells
SRX5574362,SPI1,Blood,Dendritic Cells
SRX5574363,SPI1,Blood,Dendritic Cells
SRX5574364,SPI1,Blood,Dendritic Cells
SRX5574365,SPI1,Blood,Dendritic Cells
SRX5574367,SPI1,Blood,Dendritic Cells
SRX5574369,SPI1,Blood,Dendritic Cells
SRX5574370,SPI1,Blood,Dendritic Cells
SRX5574371,SPI1,Blood,Monocytes
SRX5574372,SPI1,Blood,Monocytes
SRX5574373,SPI1,Blood,Monocytes
SRX5574375,SPI1,Blood,Macrophages
SRX5574376,SPI1,Blood,Macrophages
SRX5574377,SPI1,Blood,Macrophages
SRX5574379,SPI1,Blood,EM-3
SRX5624367,SREBF2,Blood,Macrophages
SRX5624368,SREBF2,Blood,Macrophages
SRX5624369,SREBF2,Blood,Macrophages
SRX5624370,SREBF2,Blood,Macrophages
SRX5801452,STAT3,Blood,Th2 Cells
SRX5801453,STAT3,Blood,Th2 Cells
SRX5801454,STAT3,Blood,Th2 Cells
SRX5801455,STAT3,Blood,Th2 Cells
SRX5821022,CTCF,Blood,CD34 Hematopoietic stem cells
SRX5821023,CTCF,Blood,CD34 Hematopoietic stem cells
SRX5821024,CTCF,Blood,CD34+
SRX5821025,CTCF,Blood,CD34+
SRX5821030,GATA1,Blood,CD34+
SRX5821031,GATA1,Blood,CD34+
SRX5839976,CREBBP,Blood,Macrophages
SRX5839977,CREBBP,Blood,Macrophages
SRX5839978,CREBBP,Blood,Macrophages
SRX5839979,CREBBP,Blood,Macrophages
SRX627428,SPI1,Blood,Dendritic Cells
SRX627430,SPI1,Blood,Dendritic Cells
SRX646125,EED,Blood,Erythroblasts
SRX646126,SUZ12,Blood,Erythroblasts
SRX646127,EZH1,Blood,Erythroblasts
SRX646128,EZH1,Blood,Erythroblasts
SRX646129,EZH2,Blood,Erythroblasts
SRX646130,EZH2,Blood,Erythroblasts
SRX646131,EZH1,Blood,Erythroblasts
SRX646132,EZH1,Blood,Erythroblasts
SRX646133,EZH2,Blood,Erythroblasts
SRX646134,EZH2,Blood,Erythroblasts
