Experimental ID,Track type,Cell type class,Cell type
SRX17864034,GFP,Kidney,293
SRX17864035,GFP,Kidney,293
SRX17864036,GFP,Kidney,293
SRX17864037,GFP,Kidney,293
SRX17864038,GFP,Kidney,293
SRX17864039,GFP,Kidney,293
SRX17864040,GFP,Kidney,293
SRX17864041,GFP,Kidney,293
SRX17864042,GFP,Kidney,293
SRX1787312,KDM2B,Blood,OCI-LY1
SRX17949593,AR,Prostate,LNCAP
SRX17949594,AR,Prostate,LNCAP
SRX1799015,STAT1,Breast,MCF-7
SRX1799591,TBX21,Blood,Th1 Cells
SRX1799593,TBX21,Blood,Th1 Cells
SRX1801654,CTCF,Digestive tract,COLO 829
SRX1801655,CTCF,Digestive tract,COLO 829
SRX180167,PBX1,Breast,MCF-7-LTED
SRX1803059,RUNX1,Blood,NB-4
SRX18031708,YAP1,Lung,Bronchial epithelial cells
SRX18031709,YAP1,Lung,Bronchial epithelial cells
SRX18031710,TP63,Lung,Bronchial epithelial cells
SRX18031711,TP63,Lung,Bronchial epithelial cells
SRX180379,NKX3-1,Prostate,LNCAP
SRX18050324,CIC,Prostate,PNT2
SRX18057436,Epitope tags,Liver,Hep G2
SRX18057438,Epitope tags,Liver,Hep G2
SRX18057439,Epitope tags,Liver,Hep G2
SRX18057441,Epitope tags,Liver,Hep G2
SRX18057442,Epitope tags,Liver,Hep G2
SRX18112263,XRN2,Kidney,293
SRX18112264,XRN2,Kidney,293
SRX18112265,XRN2,Kidney,293
SRX18112266,XRN2,Kidney,293
SRX18112267,XRN2,Kidney,293
SRX18112268,XRN2,Kidney,293
SRX18112269,XRN2,Kidney,293
SRX18112270,XRN2,Kidney,293
SRX18112271,Epitope tags,Kidney,293
SRX18112272,Epitope tags,Kidney,293
SRX18119380,MYB,Others,Salivary Glands
SRX1813572,POU5F1,Lung,MRC-5
SRX1813573,POU5F1,Lung,MRC-5
SRX1813580,SOX2,Lung,MRC-5
SRX1813581,SOX2,Lung,MRC-5
SRX1813588,KLF4,Lung,MRC-5
SRX1813589,KLF4,Lung,MRC-5
SRX1813596,MYC,Lung,MRC-5
SRX1813597,MYC,Lung,MRC-5
SRX181451,EZH2,Blood,HT
SRX181452,EZH2,Blood,SU-DHL-6
SRX1814806,MYC,Uterus,HeLa
SRX1814807,MYC,Uterus,HeLa
SRX18154269,LMO2,Blood,THP-1
SRX18154270,LMO2,Blood,THP-1
SRX18154271,LMO2,Blood,THP-1
SRX18154272,LMO2,Blood,THP-1
SRX18154273,MEIS1,Blood,THP-1
SRX18154274,MEIS1,Blood,THP-1
SRX18154275,MEIS1,Blood,THP-1
SRX18154276,MEIS1,Blood,THP-1
SRX18154277,SPI1,Blood,THP-1
SRX18154278,SPI1,Blood,THP-1
SRX18154279,SPI1,Blood,THP-1
SRX18154280,SPI1,Blood,THP-1
SRX18154281,RUNX1,Blood,THP-1
SRX18154282,RUNX1,Blood,THP-1
SRX18154283,RUNX1,Blood,THP-1
SRX18154284,RUNX1,Blood,THP-1
SRX18154285,SMARCA4,Blood,THP-1
SRX18154286,SMARCA4,Blood,THP-1
SRX18154287,SMARCA4,Blood,THP-1
SRX18154288,SMARCA4,Blood,THP-1
SRX18156222,FOXA2,Liver,Liver
SRX18156223,FOXA2,Liver,Liver
SRX18156224,FOXA2,Liver,Liver
SRX18156225,LMNB1,Liver,Liver
SRX18156226,LMNB1,Liver,Liver
SRX18156227,LMNB1,Liver,Liver
SRX181770,AGO1,Prostate,PC-3
SRX181771,AGO2,Prostate,PC-3
SRX1823819,BRD4,Pancreas,L3.6
SRX1823820,BRD4,Pancreas,L3.6
SRX18259595,BCL6,Blood,SEM
SRX18259597,BCL6,Blood,ICN13
SRX18259599,BCL6,Blood,RCH-ACV
SRX18259601,BCL6,Blood,ICN12
SRX18259603,BCL6,Blood,B-ALL
SRX18285497,NUSAP1,Pancreas,AsPC-1
SRX18295232,Epitope tags,Epidermis,Dermal fibroblast
SRX1829870,MED1,Epidermis,A-375
SRX1829874,MED1,Epidermis,A-375
SRX1829877,MED1,Epidermis,A-375
SRX1829880,INO80,Epidermis,SK-MEL-147
SRX1829881,MED1,Epidermis,SK-MEL-147
SRX1829883,INO80,Epidermis,Melanocytes
SRX1830458,Epitope tags,Blood,Jurkat
SRX1830459,Epitope tags,Blood,Jurkat
SRX1830460,Epitope tags,Blood,Jurkat
SRX1830461,Epitope tags,Blood,Jurkat
SRX18327391,CTCF,Pluripotent stem cell,iPS cells
SRX18327392,CTCF,Pluripotent stem cell,iPS cells
SRX18327393,CTCF,Pluripotent stem cell,iPS cells
SRX18327394,CTCF,Pluripotent stem cell,iPS cells
SRX18327395,CTCF,Pluripotent stem cell,iPS cells
SRX18327396,CTCF,Pluripotent stem cell,iPS cells
SRX18327397,CTCF,Pluripotent stem cell,iPS cells
SRX18327398,CTCF,Pluripotent stem cell,iPS cells
SRX18327399,CTCF,Pluripotent stem cell,iPS cells
SRX1835121,ERG,Prostate,RWPE-1
SRX1835122,ERG,Prostate,RWPE-1
SRX1835123,EWSR1,Prostate,RWPE-1
SRX1835124,ERG,Prostate,RWPE-1
SRX1835125,EWSR1,Prostate,RWPE-1
SRX1835126,EWSR1,Prostate,VCaP
SRX18352204,ATF4,Digestive tract,HCT 116
SRX18368240,CTCF,Pluripotent stem cell,iPSC derived neural cells
SRX18368243,CTCF,Pluripotent stem cell,iPSC derived neural cells
SRX18368252,CTCF,Pluripotent stem cell,iPSC derived neural cells
SRX18368259,CTCF,Pluripotent stem cell,iPSC derived neural cells
SRX18368270,CTCF,Pluripotent stem cell,iPSC derived neural cells
SRX18368279,CTCF,Pluripotent stem cell,iPS cells
SRX18368280,CTCF,Pluripotent stem cell,iPS cells
SRX18368281,CTCF,Pluripotent stem cell,iPS cells
SRX18368282,CTCF,Pluripotent stem cell,iPS cells
SRX18368283,CTCF,Pluripotent stem cell,iPS cells
SRX18368289,CTCF,Pluripotent stem cell,iPS cells
SRX18368291,CTCF,Pluripotent stem cell,iPSC derived neural cells
SRX18378472,CBX3,Blood,LP-1
SRX1845643,SMAD1,Epidermis,A-375
SRX1845644,SMAD1,Epidermis,A-375
SRX1845645,SMAD1,Epidermis,A-375
SRX1845646,SMAD1,Epidermis,A-375
SRX18540538,Epitope tags,Bone,Ewing sarcoma
SRX18540539,Epitope tags,Bone,Ewing sarcoma
SRX18540540,Epitope tags,Bone,Ewing sarcoma
SRX18540541,Epitope tags,Bone,Ewing sarcoma
SRX18540542,Epitope tags,Bone,Ewing sarcoma
SRX18540543,Epitope tags,Bone,Ewing sarcoma
SRX185893,BCL6,Blood,B cells
SRX18672589,CTCF,Neural,Microglia
SRX18672590,CTCF,Neural,Microglia
SRX18672591,CTCF,Neural,Microglia
SRX18672592,CTCF,Neural,Microglia
SRX18672593,CTCF,Neural,Microglia
SRX1872772,ERF,Prostate,VCaP
SRX1872773,ERF,Prostate,VCaP
SRX1873447,KDM2B,Blood,SEM
SRX1873449,BRD4,Blood,SEM
SRX1873451,MED1,Blood,SEM
SRX1873453,MEN1,Blood,SEM
SRX1873455,PAF1,Blood,SEM
SRX1873456,LEO1,Blood,SEM
SRX1873463,KMT2A,Blood,ML-2
SRX18828533,PHF10,Kidney,Caki-2
SRX18828534,PHF10,Kidney,Caki-2
SRX18828535,PHF10,Kidney,Caki-2
SRX18828536,PHF10,Kidney,Caki-2
SRX18828537,PHF10,Kidney,Caki-2
SRX18828538,PHF10,Kidney,Caki-2
SRX18840511,RELA,Pluripotent stem cell,iPSC derived cardiac cells
SRX18840513,RELA,Pluripotent stem cell,iPSC derived cardiac cells
SRX188853,Epitope tags,Uterus,HeLa
SRX188854,Epitope tags,Uterus,HeLa
SRX188855,Epitope tags,Uterus,HeLa
SRX189237,MAX,Lung,NCI-H2171
SRX189238,MAX,Lung,NCI-H128
SRX189239,MYC,Lung,NCI-H128
SRX189240,MYC,Lung,NCI-H2171
SRX189249,TP53,Pluripotent stem cell,hESC H9
SRX189250,TP53,Pluripotent stem cell,hESC H9
SRX189251,TP53,Pluripotent stem cell,hESC H9
SRX1898037,RAG1,Blood,REH
SRX1898038,RAG1,Blood,REH
SRX1901615,CHD7,Blood,CD34+
SRX1902740,KMT2A,Blood,THP-1
SRX1902741,EP300,Blood,THP-1
SRX1902742,AFF1,Blood,THP-1
SRX1902745,AFF1,Blood,CCRF-CEM
SRX1902746,KMT2A,Blood,CCRF-CEM
SRX1902748,KMT2A,Blood,HEL
SRX190406,TFAP2C,Epidermis,A-375
SRX19043739,HOMEZ,Breast,MCF-7
SRX19043740,HOMEZ,Breast,MCF-7
SRX19123211,DAXX,Blood,B cells
SRX19123214,DAXX,Blood,B cells
SRX19123217,DAXX,Blood,B cells
SRX1916933,DNMT3A,Epidermis,Epidermal stem cells
SRX1916934,DNMT3B,Epidermis,Epidermal stem cells
SRX1916935,DNMT3A,Epidermis,Epidermal stem cells
SRX1916936,DNMT3B,Epidermis,Epidermal stem cells
SRX1916937,DNMT3A,Epidermis,Epidermal stem cells
SRX1916938,DNMT3B,Epidermis,Epidermal stem cells
SRX1920484,STAT5A,Blood,Memory T cells
SRX1920486,STAT5A,Blood,Memory T cells
SRX1920488,STAT5A,Blood,Memory T cells
SRX1923320,BRD4,Blood,Mutu
SRX1923321,BRD4,Blood,Mutu
SRX1923322,BRD2,Blood,Mutu
SRX1923323,BRD2,Blood,Mutu
SRX1923324,BRD3,Blood,Mutu
SRX1923325,BRD3,Blood,Mutu
SRX193384,PGR,Breast,T-47D
SRX193385,PGR,Breast,T-47D
SRX193386,PGR,Breast,T-47D
SRX193387,PGR,Breast,T-47D
SRX193388,PGR,Breast,T-47D
SRX194192,TET3,Kidney,293
SRX1948680,TEAD4,Neural,SK-N-BE(2)
SRX19487524,NFE2L2,Blood,Erythroid progenitors
SRX19487525,NFE2L2,Blood,Erythroid progenitors
SRX19487526,NFE2L2,Blood,Erythroid progenitors
SRX19487527,NFE2L2,Blood,Erythroid progenitors
SRX196107,PPARG,Adipocyte,SGBS
SRX196108,CEBPA,Adipocyte,SGBS
SRX196109,NR1H2,Adipocyte,SGBS
SRX1961155,ESR1,Breast,T-47D
SRX1961156,ESR1,Breast,T-47D
SRX1961157,FOXA1,Breast,T-47D
SRX1961158,FOXA1,Breast,T-47D
SRX1961161,ESR1,Breast,T-47D
SRX1961162,ESR1,Breast,T-47D
SRX1961163,FOXA1,Breast,T-47D
SRX1961164,FOXA1,Breast,T-47D
SRX1961296,VRK1,Bone,HT-1080
SRX1962094,MYF5,Muscle,RH-18
SRX19636322,5-hmC,Breast,HMLE
SRX19636323,5-hmC,Breast,HMLE
SRX1968072,BCL11B,Blood,Thymus
SRX1968074,BCL11B,Blood,Thymus
SRX1968076,BCL11B,Blood,Thymus
SRX1968078,BCL11B,Blood,Thymus
SRX19738542,EZH2,Neural,Astrocytes
SRX19738543,EZH2,Neural,Astrocytes
SRX19738544,EZH2,Neural,Astrocytes
SRX19738545,EZH2,Neural,Astrocytes
SRX19760337,CTCF,Pluripotent stem cell,hESC derived neural cells
SRX19760338,CTCF,Pluripotent stem cell,hESC derived neural cells
SRX198033,BRD4,Blood,CD4+ T cells
SRX198034,BRD4,Blood,CD4+ T cells
SRX19888696,NELFE,Breast,BT-549
SRX19888697,NELFE,Breast,BT-549
SRX19888699,SNAI2,Breast,BT-549
SRX19888700,SNAI2,Breast,BT-549
SRX19888702,SNAI2,Breast,BT-549
SRX19888703,SNAI2,Breast,BT-549
SRX19892757,CTCF,Blood,HUDEP-2
SRX19892765,CTCF,Blood,HUDEP-1
SRX19892772,CTCF,Blood,HUDEP-1
SRX1989717,GATA4,Lung,A549
SRX1993434,ZSCAN5B,Kidney,293
SRX1993435,ZSCAN5B,Kidney,293
SRX1993437,ZSCAN5A,Placenta,BeWo
SRX1993438,ZSCAN5B,Placenta,BeWo
SRX1993439,ZSCAN5B,Placenta,BeWo
SRX1993440,ZSCAN5D,Placenta,BeWo
SRX1993441,ZSCAN5D,Placenta,BeWo
SRX1993444,ZSCAN5A,Placenta,BeWo
SRX1995012,HIF1A,Bone,U2OS
SRX1995013,HIF1A,Bone,U2OS
SRX1995229,ESR1,Breast,MCF-7
SRX1995230,ESR1,Breast,MCF-7
SRX2000339,TET2,Breast,MCF-12A
SRX2000340,RARB,Breast,MCF-12A
SRX2000341,5-hmC,Breast,MCF-12A
SRX2000342,TET3,Breast,MCF-12A
SRX2000343,RARB,Breast,MCF-12A
SRX2000344,5-hmC,Breast,MCF-12A
SRX2007813,MEN1,Breast,MCF-7
SRX2007815,MEN1,Breast,MCF-7
SRX2007817,KMT2A,Breast,MCF-7
SRX2007818,KMT2B,Breast,MCF-7
SRX20093960,LMNA,Epidermis,Dermal fibroblast
SRX20093962,LMNA,Epidermis,Dermal fibroblast
SRX2009501,EZH2,Neural,SF8628
SRX2009502,EZH2,Neural,SF8628
SRX2009503,EZH2,Neural,SF8628
SRX2009504,EZH2,Neural,SF8628
SRX2009507,BRD2,Neural,SF8628
SRX2009508,BRD2,Neural,SF8628
SRX2009509,BRD4,Neural,SF8628
SRX2009510,BRD4,Neural,SF8628
SRX2009518,BRD2,Neural,Diffuse intrinsic pontine glioma
SRX2009519,BRD2,Neural,Diffuse intrinsic pontine glioma
SRX2009523,SUZ12,Neural,Diffuse intrinsic pontine glioma
SRX2009524,SUZ12,Neural,Diffuse intrinsic pontine glioma
SRX2009525,EZH2,Neural,Diffuse intrinsic pontine glioma
SRX2009526,EZH2,Neural,Diffuse intrinsic pontine glioma
SRX2011490,EZH2,Neural,KELLY
SRX2011494,EZH2,Neural,LAN-1
SRX2012084,CTCF,Gonad,SK-OV-3
SRX2013090,MYCN,Blood,CD34 Hematopoietic stem cells
SRX2013091,MYCN,Blood,CD34 Hematopoietic stem cells
SRX2013092,MYCN,Blood,CD34 Hematopoietic stem cells
SRX2013093,MYCN,Blood,CD34 Hematopoietic stem cells
SRX201314,AHR,Breast,MCF-7
SRX201315,ARNT,Breast,MCF-7
SRX2014504,RUNX1,Blood,Jurkat
SRX2014505,TET2,Blood,Jurkat
SRX2014554,SMC1A,Epidermis,Keratinocytes
SRX2017926,AR,Prostate,LNCAP
SRX2017927,AR,Prostate,LNCAP
SRX2017928,FOXA1,Prostate,LNCAP
SRX2017929,FOXA1,Prostate,LNCAP
SRX2017934,HNF4G,Prostate,LNCAP
SRX2017935,HNF4G,Prostate,LNCAP
SRX2017936,AR,Prostate,22Rv1
SRX2017937,AR,Prostate,22Rv1
SRX2017938,FOXA1,Prostate,22Rv1
SRX2017939,FOXA1,Prostate,22Rv1
SRX2017944,HNF4G,Prostate,22Rv1
SRX2017945,HNF4G,Prostate,22Rv1
SRX2020844,STAT3,Breast,Breast cancer cells
SRX2020845,STAT3,Breast,Breast cancer cells
SRX202967,RUNX1,Blood,SEM
SRX204107,GRHL3,Epidermis,NHEK
SRX204109,WDR5,Epidermis,NHEK
SRX2043226,TCF3,Blood,SEM
SRX2043228,EP300,Blood,SEM
SRX2043230,TCF3,Blood,RCH-ACV
SRX2043231,EP300,Blood,RCH-ACV
SRX2043232,PBX1,Blood,RCH-ACV
SRX204662,RBBP5,Kidney,293
SRX2055842,ETS1,Kidney,Renal cell carcinoma
SRX2055843,RELA,Kidney,Renal cell carcinoma
SRX2055844,EP300,Kidney,Renal cell carcinoma
SRX2055845,JUN,Kidney,Renal cell carcinoma
SRX20580055,CREBBP,Blood,OPM-2
SRX2060918,TP53,Digestive tract,HCT 116
SRX2060919,TP53,Digestive tract,HCT 116
SRX2060921,TP53,Breast,MCF-7
SRX2060922,TP53,Breast,MCF-7
SRX2060924,TP53,Bone,SJSA-1
SRX2060925,TP53,Bone,SJSA-1
SRX2067666,ERG,Prostate,RWPE-1
SRX2067667,EZH2,Prostate,RWPE-1
SRX2067668,EZH2,Prostate,RWPE-1
SRX2067669,EZH2,Prostate,RWPE-1
SRX206835,RUNX1,Blood,Jurkat
SRX206838,EED,Prostate,DU 145
SRX206839,EED,Prostate,DU 145
SRX208484,TP53,Lung,IMR-90
SRX208485,TP53,Lung,IMR-90
SRX208486,TP53,Lung,IMR-90
SRX209673,EP300,Neural,Fetal brain
SRX210718,MYC,Kidney,293
SRX210719,MYC,Kidney,293
SRX210720,MYC,Kidney,293
SRX212318,CTCF,Blood,Monocytes
SRX212319,CTCF,Blood,Macrophages
SRX212375,TP63,Prostate,EP156T
SRX212643,ZFX,Blood,NOMO-1
SRX212645,ZFX,Blood,RPMI 8402
SRX212647,STAT1,Blood,Monocytes-CD14+
SRX212648,STAT1,Blood,Monocytes-CD14+
SRX212649,STAT1,Blood,Monocytes-CD14+
SRX212650,STAT1,Blood,Monocytes-CD14+
SRX212651,STAT1,Blood,Monocytes-CD14+
SRX212652,STAT1,Blood,Monocytes-CD14+
SRX212661,IRF1,Blood,Monocytes-CD14+
SRX212662,IRF1,Blood,Monocytes-CD14+
SRX212663,IRF1,Blood,Monocytes-CD14+
SRX212664,IRF1,Blood,Monocytes-CD14+
SRX213628,MYC,Uterus,HeLa
SRX213629,MAX,Uterus,HeLa
SRX2140286,AR,Prostate,LNCAP
SRX2140287,AR,Prostate,LNCAP
SRX2140289,AR,Prostate,LNCAP
SRX2140291,AR,Prostate,LNCAP
SRX2140294,AR,Pluripotent stem cell,hESC derived neural cells
SRX2140296,AR,Pluripotent stem cell,hESC derived neural cells
SRX2140297,AR,Pluripotent stem cell,hESC derived neural cells
SRX2140299,AR,Pluripotent stem cell,hESC derived neural cells
SRX2140301,AR,Pluripotent stem cell,hESC derived neural cells
SRX2140302,AR,Pluripotent stem cell,hESC derived neural cells
SRX2143792,MYC,Bone,HT-1080
SRX2143793,MEN1,Bone,HT-1080
SRX2144095,Epitope tags,Neural,U-87 MG
SRX2144097,Epitope tags,Neural,U-87 MG
SRX2144099,Epitope tags,Neural,BT168
SRX2144101,Epitope tags,Neural,BT168
SRX2144103,MYC,Neural,U-87 MG
SRX2144104,MYC,Neural,U-87 MG
SRX2144111,MYC,Neural,BT168
SRX2144112,MYC,Neural,BT168
SRX2145563,ESR1,Breast,MCF-7
SRX2145566,ESR1,Breast,MCF-7
SRX2145567,ESR1,Breast,MCF-7
SRX2145568,RUNX2,Breast,MCF-7
SRX2145569,RUNX2,Breast,MCF-7
SRX2146136,EZH2,Prostate,LNCAP
SRX2166885,BRD4,Neural,Retina
SRX2166886,BRD4,Neural,Retina
SRX2166887,BRD4,Neural,Retina
SRX2166888,BRD4,Neural,Retina
SRX2166889,BRD4,Neural,Retina
SRX2166890,CTCF,Neural,Retina
SRX2166891,CTCF,Neural,Retina
SRX2166892,CTCF,Neural,Retina
SRX2166893,CTCF,Neural,Retina
SRX2166894,CTCF,Neural,Retina
SRX2166895,CTCF,Neural,Retina
SRX2178947,ZMYND8,Kidney,293
SRX2178948,ZMYND8,Kidney,293
SRX218418,GATA1,Blood,Erythroid Cells
SRX218419,KLF1,Blood,Erythroid Cells
SRX218420,NFE2,Blood,Erythroid Cells
SRX218421,EP300,Blood,Erythroid Cells
SRX2198831,LARP7,Uterus,HeLa
SRX2198832,LARP7,Uterus,HeLa
SRX2198833,LARP7,Uterus,HeLa
SRX2198834,LARP7,Uterus,HeLa
SRX2198835,LARP7,Uterus,HeLa
SRX220061,PGR,Cardiovascular,HUVEC
SRX220062,PGR,Cardiovascular,HUVEC
SRX220063,PGR,Cardiovascular,HUVEC
SRX220083,AR,Prostate,Prostate cancer
SRX220084,AR,Prostate,Prostate cancer
SRX220085,AR,Prostate,Prostate cancer
SRX220086,AR,Prostate,Prostate cancer
SRX220087,AR,Prostate,Prostate cancer
SRX220088,AR,Prostate,Prostate cancer
SRX220089,AR,Prostate,Prostate cancer
SRX220090,AR,Prostate,Prostate cancer
SRX220091,AR,Prostate,Prostate cancer
SRX220092,AR,Prostate,Prostate cancer
SRX220093,AR,Prostate,Prostate cancer
SRX220094,AR,Prostate,Prostate cancer
SRX2207915,ATF3,Epidermis,CS1AN
SRX2207916,ATF3,Epidermis,CS1AN
SRX2207917,ATF3,Epidermis,CS1AN
SRX2207918,ATF3,Epidermis,CS1AN
SRX2207923,MDM2,Epidermis,CS1AN
SRX2207924,MDM2,Epidermis,CS1AN
SRX2207925,ERCC6,Epidermis,CS1AN
SRX2207926,ERCC6,Epidermis,CS1AN
SRX2207927,PSMD1,Epidermis,CS1AN
SRX2207928,PSMB5,Epidermis,CS1AN
SRX2207929,ERCC8,Epidermis,CS1AN
SRX2207930,ERCC8,Epidermis,CS1AN
SRX220959,CBFA2T3,Blood,CAL-1
SRX220960,TCF4,Blood,CAL-1
SRX2210485,ASCL1,Unclassified,Unclassified
SRX2210486,ASCL1,Unclassified,Unclassified
SRX2210487,ASCL1,Unclassified,Unclassified
SRX2210488,ASCL1,Unclassified,Unclassified
SRX2210489,ASCL1,Unclassified,Unclassified
SRX2210490,ASCL1,Unclassified,Unclassified
SRX2210491,ASCL1,Unclassified,Unclassified
SRX2210492,ASCL1,Unclassified,Unclassified
SRX222272,ESR1,Prostate,VCaP
SRX2242953,RBPJ,Neural,GSC8
SRX2242954,RBPJ,Neural,GSC8
SRX2242955,RBPJ,Neural,GSC8
SRX2242956,NOTCH1,Neural,GSC8
SRX2242957,NOTCH1,Neural,GSC8
SRX2242958,NOTCH1,Neural,GSC8
SRX2245437,ZEB1,Pancreas,MIA Paca-2
SRX2245439,ZEB1,Digestive tract,RKO
SRX2245441,ZEB1,Pancreas,MIA Paca-2
SRX2245442,ZEB1,Pancreas,MIA Paca-2
SRX2245499,CEBPA,Blood,MV-4-11
SRX2245500,CEBPB,Blood,MV-4-11
SRX2250317,TP63,Others,JHU-029
SRX2250891,TFEB,Cardiovascular,HUVEC
SRX2251216,BRD4,Prostate,C4-2
SRX2251217,BRD4,Prostate,C4-2
SRX2251218,BRD4,Prostate,C4-2
SRX2251219,BRD4,Prostate,C4-2
SRX2251220,BRD4,Prostate,C4-2
SRX2251221,BRD4,Prostate,C4-2
SRX2251222,BRD4,Prostate,C4-2
SRX2251223,BRD4,Prostate,C4-2
SRX2251224,BRD4,Prostate,C4-2
SRX2251225,BRD4,Prostate,C4-2
SRX2267948,STAT3,Liver,HepaRG
SRX2267950,STAT3,Liver,HepaRG
SRX2268289,CHD1,Others,Mesenchymal stem cells
SRX2268290,CHD1,Others,Mesenchymal stem cells
SRX2268291,CHD1,Others,Mesenchymal stem cells
SRX2268292,CHD1,Bone,Osteoblasts
SRX2270127,RELA,Liver,HuH-7
SRX2270128,RELA,Liver,HuH-7
SRX2270129,RELA,Liver,HuH-7
SRX2270409,JMJD6,Others,Tumor
SRX2270413,JMJD6,Others,Tumor
SRX2281247,KMT2A,Blood,SEM
SRX2281249,KMT2A,Blood,SEM
SRX2281250,AFF1,Blood,SEM
SRX2281252,KMT2A,Blood,SEM
SRX2281253,AFF1,Blood,SEM
SRX2281255,KMT2A,Unclassified,Unclassified
SRX2281256,AFF1,Unclassified,Unclassified
SRX2281258,KMT2A,Blood,Cord blood mononuclear
SRX2281260,KMT2A,Blood,Bone marrow mononuclear cells
SRX2321774,NKX2-5,Pluripotent stem cell,ES cells
SRX2321775,NKX2-5,Pluripotent stem cell,ES cells
SRX2321776,NKX2-5,Pluripotent stem cell,ES cells
SRX2323866,KMT2A,Kidney,293
SRX2323867,KMT2A,Kidney,293
SRX2323890,KMT2A,Kidney,293
SRX2323891,KMT2A,Kidney,293
SRX2323892,AFF4,Kidney,293
SRX2323893,AFF1,Kidney,293
SRX2323894,KMT2A,Kidney,293
SRX2323895,KMT2A,Kidney,293
SRX2323896,AFF1,Kidney,293
SRX2323897,AFF1,Kidney,293
SRX2323906,AFF1,Blood,Pre-B cell leukemia
SRX2323907,AFF1,Blood,Pre-B cell leukemia
SRX2323908,AFF1,Blood,Pre-B cell leukemia
SRX2323909,AFF1,Blood,Pre-B cell leukemia
SRX2323910,AFF1,Blood,Pre-B cell leukemia
SRX2323911,AFF1,Blood,Pre-B cell leukemia
SRX233463,TFAP2A,Breast,MCF-7
SRX233545,NR5A1,Others,NCI-H295R
SRX233546,NR5A1,Others,NCI-H295R
SRX233547,NR5A1,Others,NCI-H295R
SRX233548,NR5A1,Others,NCI-H295R
SRX2339191,CREBBP,Blood,B cells
SRX2339193,CREBBP,Blood,B cells
SRX2343922,NOTCH1,Cardiovascular,Large pulmonary artery endothelial cells
SRX2343923,NOTCH1,Cardiovascular,Large pulmonary artery endothelial cells
SRX2343924,NOTCH1,Cardiovascular,Large pulmonary artery endothelial cells
SRX2343925,NOTCH1,Cardiovascular,Large pulmonary artery endothelial cells
SRX2343934,EP300,Cardiovascular,Large pulmonary artery endothelial cells
SRX2343935,EP300,Cardiovascular,Large pulmonary artery endothelial cells
SRX2343936,EP300,Cardiovascular,Large pulmonary artery endothelial cells
SRX2343937,EP300,Cardiovascular,Large pulmonary artery endothelial cells
SRX2346891,HIF1A,Cardiovascular,HUVEC
SRX2346892,EPAS1,Cardiovascular,HUVEC
SRX2346893,ARNT,Cardiovascular,HUVEC
SRX2349630,LMNB1,Blood,BL-2
SRX2349631,LMNB1,Blood,BL-2
SRX2349632,LMNB1,Blood,BL-2
SRX2349633,LMNB1,Blood,BL-2
SRX235053,ARNTL,Bone,U2OS
SRX235054,CLOCK,Bone,U2OS
SRX235055,CRY1,Bone,U2OS
SRX2353645,AR,Prostate,LNCAP
SRX2353647,AR,Prostate,LNCAP
SRX2353649,AR,Prostate,LNCAP
SRX2353651,AR,Prostate,LNCAP
SRX2353653,AR,Prostate,LNCAP
SRX2353655,AR,Prostate,LNCAP
SRX2353657,AR,Prostate,LNCAP
SRX2353659,AR,Prostate,LNCAP
SRX235608,SMC3,Kidney,293
SRX2367967,SP140,Blood,Macrophages
SRX2367969,SP140,Blood,Macrophages
SRX2368878,FOXA2,Epidermis,BJ
SRX2368879,FOXA2,Epidermis,BJ
SRX2368884,GATA4,Epidermis,BJ
SRX2368885,GATA4,Epidermis,BJ
SRX2368886,FOXA2,Liver,Hep G2
SRX2368888,FOXA2,Epidermis,Ker-CT
SRX2368889,FOXA2,Epidermis,Ker-CT
SRX2368894,FOXA2,Pluripotent stem cell,hESC derived endodermal cells
SRX2368896,FOXA2,Lung,A549
SRX2368897,FOXA2,Lung,A549
SRX2368898,FOXA2,Epidermis,BJ
SRX2368899,FOXA2,Epidermis,BJ
SRX2368900,FOXA2,Epidermis,BJ
SRX2368901,FOXA2,Epidermis,BJ
SRX237289,INO80,Blood,CD4+ T cells
SRX237290,SRCAP,Blood,CD4+ T cells
SRX2378690,AHR,Breast,MCF-7
SRX2378691,AHR,Breast,MCF-7
SRX2378692,AHRR,Breast,MCF-7
SRX2378693,AHRR,Breast,MCF-7
SRX2378694,AHR,Breast,MCF-7
SRX2378695,AHR,Breast,MCF-7
SRX2378771,NELFE,Bone,U2OS
SRX2378773,NELFE,Bone,U2OS
SRX2382329,EBF3,Neural,SK-N-SH
SRX2382330,EBF3,Neural,SK-N-SH
SRX2382331,EBF3,Neural,SK-N-SH
SRX2382332,EBF3,Neural,SK-N-SH
SRX2382333,EBF3,Neural,SK-N-SH
SRX2382334,EBF3,Neural,SK-N-SH
SRX2384347,MYC,Blood,CUTLL1
SRX2384348,MYC,Blood,CUTLL1
SRX2388755,AR,Prostate,Fetal prostate fibroblasts
SRX2388756,AR,Prostate,Prostate cancer-associated fibroblasts
SRX2388757,AR,Muscle,Myofibroblasts
SRX2404124,RELA,Others,Detroit 562
SRX2404125,RELA,Others,Detroit 562
SRX2404126,RELA,Others,Detroit 562
SRX2404127,RELA,Others,Detroit 562
SRX2404128,RELA,Others,Detroit 562
SRX2404129,RELA,Others,Detroit 562
SRX2404130,RELA,Others,Detroit 562
SRX2404131,RELA,Others,Detroit 562
SRX2404132,RELA,Others,Detroit 562
SRX2404133,RELA,Others,Detroit 562
