Experiment ID,Track type,Cell type class,Cell type,Keyword
SRX16687485,PDS5A,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687486,PDS5B,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687487,CTCF,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687488,RAD21,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687490,Epitope tags,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687491,PDS5A,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687492,PDS5B,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687493,CTCF,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687494,RAD21,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687496,Epitope tags,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687497,PDS5A,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687498,PDS5B,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687499,CTCF,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687500,RAD21,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687502,CTCF,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687503,RAD21,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687505,CTCF,Liver,PLC/PRF/5,PLC/PRF/5
SRX16687506,RAD21,Liver,PLC/PRF/5,PLC/PRF/5
SRX17491551,CTCF,Liver,PLC/PRF/5,PLC/PRF/5
SRX17491553,SMC3,Liver,PLC/PRF/5,PLC/PRF/5
SRX23177015,UBTF,Liver,PLC/PRF/5,PLC/PRF/5
SRX23177016,UBTF,Liver,PLC/PRF/5,PLC/PRF/5
SRX23177029,BHLHE41,Liver,PLC/PRF/5,PLC/PRF/5
SRX23177030,BHLHE41,Liver,PLC/PRF/5,PLC/PRF/5
SRX23177031,RFX3,Liver,PLC/PRF/5,PLC/PRF/5
SRX23177032,RFX3,Liver,PLC/PRF/5,PLC/PRF/5
SRX7359956,TWIST1,Liver,PLC/PRF/5,PLC/PRF/5
SRX7359957,TWIST1,Liver,PLC/PRF/5,PLC/PRF/5
SRX7359958,TWIST1,Liver,PLC/PRF/5,PLC/PRF/5
SRX7359959,YY1,Liver,PLC/PRF/5,PLC/PRF/5
SRX10828251,AR,Digestive tract,HGC-27,HGC-27
SRX21955236,TEAD4,Digestive tract,HGC-27,HGC-27
SRX21955237,TEAD4,Digestive tract,HGC-27,HGC-27
SRX22955455,RUNX3,Digestive tract,HGC-27,HGC-27
SRX22955456,RUNX3,Digestive tract,HGC-27,HGC-27
SRX22955457,RUNX3,Digestive tract,HGC-27,HGC-27
SRX3553688,IRF3,Digestive tract,HGC-27,HGC-27
SRX3553689,YAP1,Digestive tract,HGC-27,HGC-27
SRX7668889,EBF1,Digestive tract,HGC-27,HGC-27
SRX11007094,HIF1A,Kidney,HK-2,HK-2
SRX11007095,HIF1A,Kidney,HK-2,HK-2
SRX20663233,HIF1A,Kidney,HK-2,HK-2
SRX20663235,HIF1A,Kidney,HK-2,HK-2
SRX23272120,FOXK1,Kidney,HK-2,HK-2
SRX23272122,FOXK1,Kidney,HK-2,HK-2
SRX25050177,YY1,Kidney,HK-2,HK-2
SRX25050178,YY1,Kidney,HK-2,HK-2
SRX25050179,YY1,Kidney,HK-2,HK-2
SRX25050180,YY1,Kidney,HK-2,HK-2
SRX5255114,Epitope tags,Kidney,HK-2,HK-2
SRX5255115,Epitope tags,Kidney,HK-2,HK-2
SRX5255116,Epitope tags,Kidney,HK-2,HK-2
SRX5255117,Epitope tags,Kidney,HK-2,HK-2
SRX6665793,Epitope tags,Kidney,HK-2,HK-2
SRX6665794,Epitope tags,Kidney,HK-2,HK-2
SRX6665795,Epitope tags,Kidney,HK-2,HK-2
SRX8566576,PBRM1,Kidney,HK-2,HK-2
SRX8171720,MYBBP1A,Pancreas,Hs 766T,Hs 766T
SRX8171721,MYBBP1A,Pancreas,Hs 766T,Hs 766T
SRX8171722,MYBBP1A,Pancreas,Hs 766T,Hs 766T
SRX8171726,MYBBP1A,Pancreas,Hs 766T,Hs 766T
SRX8171727,MYBBP1A,Pancreas,Hs 766T,Hs 766T
SRX8171728,MYBBP1A,Pancreas,Hs 766T,Hs 766T
SRX24196609,G3BP1,Gonad,KGN,KGN
SRX6957429,FOXL2,Gonad,KGN,KGN
SRX6957430,FOXL2,Gonad,KGN,KGN
SRX6957431,FOXL2,Gonad,KGN,KGN
SRX6957477,FOXL2,Gonad,KGN,KGN
SRX6957478,SMAD4,Gonad,KGN,KGN
SRX6957479,SMAD2,Gonad,KGN,KGN
SRX6957481,FOXL2,Gonad,KGN,KGN
SRX6957482,SMAD4,Gonad,KGN,KGN
SRX6957483,SMAD2,Gonad,KGN,KGN
SRX6852811,SOX2,Lung,KNS-62,KNS-62
SRX8037081,KLF5,Lung,KNS-62,KNS-62
SRX1678210,PAX8,Gonad,KURAMOCHI,KURAMOCHI
SRX23994319,CTCF,Gonad,KURAMOCHI,KURAMOCHI
SRX23994320,CTCF,Gonad,KURAMOCHI,KURAMOCHI
SRX8588596,MECOM,Gonad,KURAMOCHI,KURAMOCHI
SRX8588598,PAX8,Gonad,KURAMOCHI,KURAMOCHI
SRX8588599,SOX17,Gonad,KURAMOCHI,KURAMOCHI
SRX8588600,CTCF,Gonad,KURAMOCHI,KURAMOCHI
SRX8588601,CTCF,Gonad,KURAMOCHI,KURAMOCHI
SRX424010,KDM4C,Digestive tract,KYSE-150,KYSE-150
SRX424011,KDM4C,Digestive tract,KYSE-150,KYSE-150
SRX7572083,SREBF1,Digestive tract,KYSE-150,KYSE-150
SRX8831614,BRDT,Digestive tract,KYSE-180,KYSE-180
SRX8831615,BRD4,Digestive tract,KYSE-180,KYSE-180
SRX8831616,TP63,Digestive tract,KYSE-180,KYSE-180
SRX21141311,KMT2C,Digestive tract,KYSE-510,KYSE-510
SRX21141312,GRHL2,Digestive tract,KYSE-510,KYSE-510
SRX10407085,SOX2,Digestive tract,KYSE-70,KYSE-70
SRX277131,SOX2,Digestive tract,KYSE-70,KYSE-70
SRX277132,TP63,Digestive tract,KYSE-70,KYSE-70
SRX8037082,KLF5,Digestive tract,KYSE-70,KYSE-70
SRX026880,SOX2,Neural,LN-229,LN-229
SRX12129608,CTCF,Neural,LN-229,LN-229
SRX12129609,CTCF,Neural,LN-229,LN-229
SRX12129611,CTCF,Neural,LN-229,LN-229
SRX12129612,CTCF,Neural,LN-229,LN-229
SRX12129614,CTCF,Neural,LN-229,LN-229
SRX12129615,CTCF,Neural,LN-229,LN-229
SRX21435859,ZFX,Neural,LN-229,LN-229
SRX21435860,ZFX,Neural,LN-229,LN-229
SRX21435871,ZFX,Neural,LN-229,LN-229
SRX21435872,ZFX,Neural,LN-229,LN-229
SRX21435877,ZNF593,Neural,LN-229,LN-229
SRX21435880,ZNF593,Neural,LN-229,LN-229
SRX24097974,ZNF593,Neural,LN-229,LN-229
SRX24097975,ZNF593,Neural,LN-229,LN-229
SRX367451,Epitope tags,Neural,LN-229,LN-229
SRX367452,Epitope tags,Neural,LN-229,LN-229
SRX095407,NCOA1,Breast,LY2,LY2
SRX095408,NCOA1,Breast,LY2,LY2
SRX425995,HOXC11,Breast,LY2,LY2
SRX425996,HOXC11,Breast,LY2,LY2
SRX792932,ESR1,Breast,LY2,LY2
SRX792933,ESR1,Breast,LY2,LY2
SRX10119363,YAP1,Breast,MCF 10A,MCF 10A
SRX10119364,YAP1,Breast,MCF 10A,MCF 10A
SRX10119365,YAP1,Breast,MCF 10A,MCF 10A
SRX10119366,YAP1,Breast,MCF 10A,MCF 10A
SRX10119367,WWTR1,Breast,MCF 10A,MCF 10A
SRX10119368,WWTR1,Breast,MCF 10A,MCF 10A
SRX10119369,WWTR1,Breast,MCF 10A,MCF 10A
SRX10119370,WWTR1,Breast,MCF 10A,MCF 10A
SRX10119371,TEAD1,Breast,MCF 10A,MCF 10A
SRX10119372,TEAD1,Breast,MCF 10A,MCF 10A
SRX10119373,TEAD1,Breast,MCF 10A,MCF 10A
SRX10119374,TEAD1,Breast,MCF 10A,MCF 10A
SRX10119375,YAP1,Breast,MCF 10A,MCF 10A
SRX10119376,YAP1,Breast,MCF 10A,MCF 10A
SRX10119377,WWTR1,Breast,MCF 10A,MCF 10A
SRX10119378,WWTR1,Breast,MCF 10A,MCF 10A
SRX10119379,STAT3,Breast,MCF 10A,MCF 10A
SRX10119380,STAT3,Breast,MCF 10A,MCF 10A
SRX10119381,STAT3,Breast,MCF 10A,MCF 10A
SRX10119382,STAT3,Breast,MCF 10A,MCF 10A
SRX10119383,JUNB,Breast,MCF 10A,MCF 10A
SRX10119384,JUNB,Breast,MCF 10A,MCF 10A
SRX10119385,JUNB,Breast,MCF 10A,MCF 10A
SRX10119386,JUNB,Breast,MCF 10A,MCF 10A
SRX10421402,ARID1A,Breast,MCF 10A,MCF 10A
SRX10421405,ARID1A,Breast,MCF 10A,MCF 10A
SRX12008346,CTCF,Breast,MCF 10A,MCF 10A
SRX12008347,CTCF,Breast,MCF 10A,MCF 10A
SRX12008350,CTCF,Breast,MCF 10A,MCF 10A
SRX12008351,CTCF,Breast,MCF 10A,MCF 10A
SRX12008354,CTCF,Breast,MCF 10A,MCF 10A
SRX12008355,CTCF,Breast,MCF 10A,MCF 10A
SRX12008357,CTCF,Breast,MCF 10A,MCF 10A
SRX12008359,CTCF,Breast,MCF 10A,MCF 10A
SRX12008361,CTCF,Breast,MCF 10A,MCF 10A
SRX1224601,BRD4,Breast,MCF 10A,MCF 10A
SRX1224602,BRD4,Breast,MCF 10A,MCF 10A
SRX1224603,BRD4,Breast,MCF 10A,MCF 10A
SRX13300071,CTCF,Breast,MCF 10A,MCF 10A
SRX13300072,CTCF,Breast,MCF 10A,MCF 10A
SRX13300073,CTCF,Breast,MCF 10A,MCF 10A
SRX13300074,CTCF,Breast,MCF 10A,MCF 10A
SRX13300075,CTCF,Breast,MCF 10A,MCF 10A
SRX13300076,CTCF,Breast,MCF 10A,MCF 10A
SRX13840520,8-Hydroxydeoxyguanosine,Breast,MCF 10A,MCF 10A
SRX13840522,8-Hydroxydeoxyguanosine,Breast,MCF 10A,MCF 10A
SRX13840523,8-Hydroxydeoxyguanosine,Breast,MCF 10A,MCF 10A
SRX13991431,CTNNB1,Breast,MCF 10A,MCF 10A
SRX13991432,CTNNB1,Breast,MCF 10A,MCF 10A
SRX13991433,MAFB,Breast,MCF 10A,MCF 10A
SRX13991434,MAFB,Breast,MCF 10A,MCF 10A
SRX13991435,MAFB,Breast,MCF 10A,MCF 10A
SRX13991436,MAFB,Breast,MCF 10A,MCF 10A
SRX13991437,WDR77,Breast,MCF 10A,MCF 10A
SRX13991438,WDR77,Breast,MCF 10A,MCF 10A
SRX13991439,WDR77,Breast,MCF 10A,MCF 10A
SRX13991440,WDR77,Breast,MCF 10A,MCF 10A
SRX13991441,TCF4,Breast,MCF 10A,MCF 10A
SRX13991442,TCF4,Breast,MCF 10A,MCF 10A
SRX13991443,TCF4,Breast,MCF 10A,MCF 10A
SRX13991444,TCF4,Breast,MCF 10A,MCF 10A
SRX13991445,LEF1,Breast,MCF 10A,MCF 10A
SRX13991446,LEF1,Breast,MCF 10A,MCF 10A
SRX13991447,LEF1,Breast,MCF 10A,MCF 10A
SRX13991448,LEF1,Breast,MCF 10A,MCF 10A
SRX14267235,MYC,Breast,MCF 10A,MCF 10A
SRX14267236,MYC,Breast,MCF 10A,MCF 10A
SRX14267243,MYC,Breast,MCF 10A,MCF 10A
SRX14267244,MYC,Breast,MCF 10A,MCF 10A
SRX143299,SNAPC1,Breast,MCF 10A,MCF 10A
SRX143300,SNAPC4,Breast,MCF 10A,MCF 10A
SRX150476,FOS,Breast,MCF 10A,MCF 10A
SRX150477,FOS,Breast,MCF 10A,MCF 10A
SRX150478,FOS,Breast,MCF 10A,MCF 10A
SRX150479,STAT3,Breast,MCF 10A,MCF 10A
SRX150480,E2F4,Breast,MCF 10A,MCF 10A
SRX150517,FOS,Breast,MCF 10A,MCF 10A
SRX150520,MYC,Breast,MCF 10A,MCF 10A
SRX150536,STAT3,Breast,MCF 10A,MCF 10A
SRX150570,MYC,Breast,MCF 10A,MCF 10A
SRX150630,STAT3,Breast,MCF 10A,MCF 10A
SRX150670,STAT3,Breast,MCF 10A,MCF 10A
SRX1528505,SRPK1,Breast,MCF 10A,MCF 10A
SRX1528506,SRPK2,Breast,MCF 10A,MCF 10A
SRX15337038,Epitope tags,Breast,MCF 10A,MCF 10A
SRX15337039,Epitope tags,Breast,MCF 10A,MCF 10A
SRX1542105,SRPK1,Breast,MCF 10A,MCF 10A
SRX1542106,SRPK2,Breast,MCF 10A,MCF 10A
SRX155727,HSF1,Breast,MCF 10A,MCF 10A
SRX155728,HSF1,Breast,MCF 10A,MCF 10A
SRX155730,HSF1,Breast,MCF 10A,MCF 10A
SRX155731,HSF1,Breast,MCF 10A,MCF 10A
SRX15929725,SMC1A,Breast,MCF 10A,MCF 10A
SRX15929726,SMC1A,Breast,MCF 10A,MCF 10A
SRX15929727,STAG1,Breast,MCF 10A,MCF 10A
SRX15929728,STAG2,Breast,MCF 10A,MCF 10A
SRX15929729,STAG1,Breast,MCF 10A,MCF 10A
SRX15929730,STAG2,Breast,MCF 10A,MCF 10A
SRX15929734,STAG1,Breast,MCF 10A,MCF 10A
SRX15929735,STAG1,Breast,MCF 10A,MCF 10A
SRX15929736,STAG1,Breast,MCF 10A,MCF 10A
SRX15929737,STAG2,Breast,MCF 10A,MCF 10A
SRX15929738,STAG2,Breast,MCF 10A,MCF 10A
SRX15929739,STAG2,Breast,MCF 10A,MCF 10A
SRX16498661,CTCF,Breast,MCF 10A,MCF 10A
SRX16498663,CTCF,Breast,MCF 10A,MCF 10A
SRX1728403,TP53,Breast,MCF 10A,MCF 10A
SRX17834042,TP63,Breast,MCF 10A,MCF 10A
SRX17834043,TP63,Breast,MCF 10A,MCF 10A
SRX18013265,STAG1,Breast,MCF 10A,MCF 10A
SRX18013266,CTCF,Breast,MCF 10A,MCF 10A
SRX18013267,STAG1,Breast,MCF 10A,MCF 10A
SRX18013268,CTCF,Breast,MCF 10A,MCF 10A
SRX18014926,SMAD2,Breast,MCF 10A,MCF 10A
SRX18014927,SMAD2,Breast,MCF 10A,MCF 10A
SRX18014928,SMAD3,Breast,MCF 10A,MCF 10A
SRX18014929,SMAD3,Breast,MCF 10A,MCF 10A
SRX18014930,JUN,Breast,MCF 10A,MCF 10A
SRX18014931,JUN,Breast,MCF 10A,MCF 10A
SRX18014932,JUNB,Breast,MCF 10A,MCF 10A
SRX18014933,JUNB,Breast,MCF 10A,MCF 10A
SRX182682,BRCA1,Breast,MCF 10A,MCF 10A
SRX182683,PALB2,Breast,MCF 10A,MCF 10A
SRX21286682,TAZ,Breast,MCF 10A,MCF 10A
SRX21286684,TAZ,Breast,MCF 10A,MCF 10A
SRX21286686,TAZ,Breast,MCF 10A,MCF 10A
SRX21286688,TAZ,Breast,MCF 10A,MCF 10A
SRX22289052,LMNB1,Breast,MCF 10A,MCF 10A
SRX22289053,LMNB1,Breast,MCF 10A,MCF 10A
SRX22289055,LMNB1,Breast,MCF 10A,MCF 10A
SRX22289056,LMNB1,Breast,MCF 10A,MCF 10A
SRX22289058,LMNB1,Breast,MCF 10A,MCF 10A
SRX22289059,LMNB1,Breast,MCF 10A,MCF 10A
SRX22289061,LMNB1,Breast,MCF 10A,MCF 10A
SRX22289063,LMNB1,Breast,MCF 10A,MCF 10A
SRX22289065,LMNB1,Breast,MCF 10A,MCF 10A
SRX2453441,NLRP2,Breast,MCF 10A,MCF 10A
SRX2453442,NLRP2,Breast,MCF 10A,MCF 10A
SRX2453443,RAD51,Breast,MCF 10A,MCF 10A
SRX2453450,NLRP2,Breast,MCF 10A,MCF 10A
SRX2453452,RAD51,Breast,MCF 10A,MCF 10A
SRX2453453,TOP2B,Breast,MCF 10A,MCF 10A
SRX2513057,MEN1,Breast,MCF 10A,MCF 10A
SRX2745846,Epitope tags,Breast,MCF 10A,MCF 10A
SRX2935292,8-Hydroxydeoxyguanosine,Breast,MCF 10A,MCF 10A
SRX2935293,8-Hydroxydeoxyguanosine,Breast,MCF 10A,MCF 10A
SRX2944444,MYC,Breast,MCF 10A,MCF 10A
SRX2944445,MYC,Breast,MCF 10A,MCF 10A
SRX2944446,MYC,Breast,MCF 10A,MCF 10A
SRX2944447,MYC,Breast,MCF 10A,MCF 10A
SRX2944448,MYC,Breast,MCF 10A,MCF 10A
SRX2944449,MYC,Breast,MCF 10A,MCF 10A
SRX2944450,MYC,Breast,MCF 10A,MCF 10A
SRX2944451,MYC,Breast,MCF 10A,MCF 10A
SRX2944452,MYC,Breast,MCF 10A,MCF 10A
SRX3070467,NR3C1,Breast,MCF 10A,MCF 10A
SRX3070468,NR3C1,Breast,MCF 10A,MCF 10A
SRX3070469,NR3C1,Breast,MCF 10A,MCF 10A
SRX3070470,NR3C1,Breast,MCF 10A,MCF 10A
SRX3070471,NR3C1,Breast,MCF 10A,MCF 10A
SRX3070472,NR3C1,Breast,MCF 10A,MCF 10A
SRX3070473,NR3C1,Breast,MCF 10A,MCF 10A
SRX3070474,NR3C1,Breast,MCF 10A,MCF 10A
SRX3070475,NR3C1,Breast,MCF 10A,MCF 10A
SRX3070476,NR3C1,Breast,MCF 10A,MCF 10A
SRX3589917,STAG1,Breast,MCF 10A,MCF 10A
SRX3589918,STAG1,Breast,MCF 10A,MCF 10A
SRX3589919,STAG2,Breast,MCF 10A,MCF 10A
SRX3589920,STAG2,Breast,MCF 10A,MCF 10A
SRX3589921,STAG1,Breast,MCF 10A,MCF 10A
SRX3589922,STAG1,Breast,MCF 10A,MCF 10A
SRX3589923,STAG2,Breast,MCF 10A,MCF 10A
SRX3589924,STAG2,Breast,MCF 10A,MCF 10A
SRX3589925,STAG1,Breast,MCF 10A,MCF 10A
SRX3589926,STAG1,Breast,MCF 10A,MCF 10A
SRX3589927,STAG2,Breast,MCF 10A,MCF 10A
SRX3589928,STAG2,Breast,MCF 10A,MCF 10A
SRX4017887,TP63,Breast,MCF 10A,MCF 10A
SRX4017892,TCF7,Breast,MCF 10A,MCF 10A
SRX4192131,XRCC4,Breast,MCF 10A,MCF 10A
SRX4192132,XRCC4,Breast,MCF 10A,MCF 10A
SRX4192133,TOP1,Breast,MCF 10A,MCF 10A
SRX4192134,PARP1,Breast,MCF 10A,MCF 10A
SRX4192136,XRCC4,Breast,MCF 10A,MCF 10A
SRX4192137,XRCC4,Breast,MCF 10A,MCF 10A
SRX4192879,FOS,Breast,MCF 10A,MCF 10A
SRX4192880,FOS,Breast,MCF 10A,MCF 10A
SRX4192881,JUNB,Breast,MCF 10A,MCF 10A
SRX4192882,JUNB,Breast,MCF 10A,MCF 10A
SRX4192883,JUN,Breast,MCF 10A,MCF 10A
SRX4192884,JUN,Breast,MCF 10A,MCF 10A
SRX4192885,NFKB1,Breast,MCF 10A,MCF 10A
SRX4192886,NFKB1,Breast,MCF 10A,MCF 10A
SRX4192887,STAT3,Breast,MCF 10A,MCF 10A
SRX4192888,STAT3,Breast,MCF 10A,MCF 10A
SRX4213896,LIN9,Breast,MCF 10A,MCF 10A
SRX4213897,LIN9,Breast,MCF 10A,MCF 10A
SRX4213898,YAP1,Breast,MCF 10A,MCF 10A
SRX4213899,YAP1,Breast,MCF 10A,MCF 10A
SRX4213900,MYBL2,Breast,MCF 10A,MCF 10A
SRX4213901,MYBL2,Breast,MCF 10A,MCF 10A
SRX4649667,TP53,Breast,MCF 10A,MCF 10A
SRX4649668,TP63,Breast,MCF 10A,MCF 10A
SRX4649670,TP53,Breast,MCF 10A,MCF 10A
SRX4649671,TP63,Breast,MCF 10A,MCF 10A
SRX4714459,GTF3C2,Breast,MCF 10A,MCF 10A
SRX4714460,BDP1,Breast,MCF 10A,MCF 10A
SRX4714463,GTF3C2,Breast,MCF 10A,MCF 10A
SRX4714464,BDP1,Breast,MCF 10A,MCF 10A
SRX481566,BRCA1,Breast,MCF 10A,MCF 10A
SRX4896695,RUNX1,Breast,MCF 10A,MCF 10A
SRX4896696,RUNX1,Breast,MCF 10A,MCF 10A
SRX4896697,RUNX1,Breast,MCF 10A,MCF 10A
SRX5089783,SATB1,Breast,MCF 10A,MCF 10A
SRX5089784,SATB1,Breast,MCF 10A,MCF 10A
SRX5089785,SATB1,Breast,MCF 10A,MCF 10A
SRX5089786,SATB1,Breast,MCF 10A,MCF 10A
SRX518256,AGO1,Breast,MCF 10A,MCF 10A
SRX518260,CBX5,Breast,MCF 10A,MCF 10A
SRX518261,5-mC,Breast,MCF 10A,MCF 10A
SRX518264,AGO1,Breast,MCF 10A,MCF 10A
SRX5635067,RUNX1,Breast,MCF 10A,MCF 10A
SRX5734997,GFP,Breast,MCF 10A,MCF 10A
SRX5734998,GFP,Breast,MCF 10A,MCF 10A
SRX643281,ESR1,Breast,MCF 10A,MCF 10A
SRX647365,ESR1,Breast,MCF 10A,MCF 10A
SRX647366,ESR1,Breast,MCF 10A,MCF 10A
SRX647367,ESR1,Breast,MCF 10A,MCF 10A
SRX647368,ZBTB17,Breast,MCF 10A,MCF 10A
SRX647369,ZBTB17,Breast,MCF 10A,MCF 10A
SRX647370,ZBTB17,Breast,MCF 10A,MCF 10A
SRX647371,ZBTB17,Breast,MCF 10A,MCF 10A
SRX647372,ZBTB17,Breast,MCF 10A,MCF 10A
SRX6831820,NCOA3,Breast,MCF 10A,MCF 10A
SRX6831821,NCOA3,Breast,MCF 10A,MCF 10A
SRX6831822,NCOA3,Breast,MCF 10A,MCF 10A
SRX6831823,TEAD4,Breast,MCF 10A,MCF 10A
SRX6831824,TEAD4,Breast,MCF 10A,MCF 10A
SRX6831825,TEAD4,Breast,MCF 10A,MCF 10A
SRX6895232,8-Hydroxydeoxyguanosine,Breast,MCF 10A,MCF 10A
SRX6895233,8-Hydroxydeoxyguanosine,Breast,MCF 10A,MCF 10A
SRX6895234,8-Hydroxydeoxyguanosine,Breast,MCF 10A,MCF 10A
SRX7130716,CTCF,Breast,MCF 10A,MCF 10A
SRX7130718,TP53,Breast,MCF 10A,MCF 10A
SRX7130720,TP53,Breast,MCF 10A,MCF 10A
SRX7130722,TP53,Breast,MCF 10A,MCF 10A
SRX7130725,CTCF,Breast,MCF 10A,MCF 10A
SRX7130727,CTCF,Breast,MCF 10A,MCF 10A
SRX7130729,CTCF,Breast,MCF 10A,MCF 10A
SRX7130731,TP53,Breast,MCF 10A,MCF 10A
SRX7657045,NCOA3,Breast,MCF 10A,MCF 10A
SRX7657046,NCOA3,Breast,MCF 10A,MCF 10A
SRX7657047,NCOA3,Breast,MCF 10A,MCF 10A
SRX7657048,NCOA3,Breast,MCF 10A,MCF 10A
SRX7657049,NCOA3,Breast,MCF 10A,MCF 10A
SRX7657050,NCOA3,Breast,MCF 10A,MCF 10A
SRX8023111,TP53,Breast,MCF 10A,MCF 10A
SRX8023112,TP53,Breast,MCF 10A,MCF 10A
SRX8023115,TP53,Breast,MCF 10A,MCF 10A
SRX8023116,TP53,Breast,MCF 10A,MCF 10A
SRX8023120,TP53,Breast,MCF 10A,MCF 10A
SRX8023121,TP53,Breast,MCF 10A,MCF 10A
SRX8023122,TP53,Breast,MCF 10A,MCF 10A
SRX8023126,TP53,Breast,MCF 10A,MCF 10A
SRX8023127,TP53,Breast,MCF 10A,MCF 10A
SRX8023128,TP53,Breast,MCF 10A,MCF 10A
SRX8023132,TP53,Breast,MCF 10A,MCF 10A
SRX8023133,TP53,Breast,MCF 10A,MCF 10A
SRX8023134,TP53,Breast,MCF 10A,MCF 10A
SRX8023138,TP53,Breast,MCF 10A,MCF 10A
SRX8023139,TP53,Breast,MCF 10A,MCF 10A
SRX8023140,TP53,Breast,MCF 10A,MCF 10A
SRX8111166,GFP,Breast,MCF 10A,MCF 10A
SRX8111167,GFP,Breast,MCF 10A,MCF 10A
SRX8111168,GFP,Breast,MCF 10A,MCF 10A
SRX8850928,Epitope tags,Breast,MCF 10A,MCF 10A
SRX8850929,Epitope tags,Breast,MCF 10A,MCF 10A
SRX8850930,Epitope tags,Breast,MCF 10A,MCF 10A
SRX8850931,Epitope tags,Breast,MCF 10A,MCF 10A
SRX8850932,Epitope tags,Breast,MCF 10A,MCF 10A
SRX8850933,Epitope tags,Breast,MCF 10A,MCF 10A
SRX8850934,Epitope tags,Breast,MCF 10A,MCF 10A
SRX8850935,Epitope tags,Breast,MCF 10A,MCF 10A
SRX8850949,Epitope tags,Breast,MCF 10A,MCF 10A
SRX8850950,Epitope tags,Breast,MCF 10A,MCF 10A
SRX8850951,Epitope tags,Breast,MCF 10A,MCF 10A
SRX9534892,NR4A1,Breast,MCF 10A,MCF 10A
SRX9534893,NR4A1,Breast,MCF 10A,MCF 10A
SRX9534894,NR4A1,Breast,MCF 10A,MCF 10A
SRX9534895,NR4A1,Breast,MCF 10A,MCF 10A
SRX9534896,NR4A1,Breast,MCF 10A,MCF 10A
SRX9534897,NR4A1,Breast,MCF 10A,MCF 10A
SRX9605785,TP53,Breast,MCF 10A,MCF 10A
SRX9605787,TP53,Breast,MCF 10A,MCF 10A
SRX9605789,TP53,Breast,MCF 10A,MCF 10A
SRX9605791,TP53,Breast,MCF 10A,MCF 10A
SRX9605793,TP53,Breast,MCF 10A,MCF 10A
SRX6635807,TP63,Uterus,ME-180,ME-180
SRX11149852,GATA3,Breast,MFM-223,MFM-223
SRX11149853,GATA3,Breast,MFM-223,MFM-223
SRX11149854,AR,Breast,MFM-223,MFM-223
SRX11149855,AR,Breast,MFM-223,MFM-223
SRX17738782,CTCF,Blood,MUTZ-3,MUTZ-3
SRX17738783,CTCF,Blood,MUTZ-3,MUTZ-3
SRX17738784,CTCF,Blood,MUTZ-3,MUTZ-3
SRX17738785,CTCF,Blood,MUTZ-3,MUTZ-3
SRX17738786,CTCF,Blood,MUTZ-3,MUTZ-3
SRX17738787,CTCF,Blood,MUTZ-3,MUTZ-3
SRX20804894,MECOM,Blood,MUTZ-3,MUTZ-3
SRX20804895,CTBP2,Blood,MUTZ-3,MUTZ-3
SRX20804899,MYB,Blood,MUTZ-3,MUTZ-3
SRX20804900,EP300,Blood,MUTZ-3,MUTZ-3
SRX20804901,RUNX1,Blood,MUTZ-3,MUTZ-3
SRX20804902,ERG,Blood,MUTZ-3,MUTZ-3
SRX20804906,CTBP2,Blood,MUTZ-3,MUTZ-3
SRX20804907,CTBP2,Blood,MUTZ-3,MUTZ-3
SRX20804908,CTBP2,Blood,MUTZ-3,MUTZ-3
SRX20804909,CTBP2,Blood,MUTZ-3,MUTZ-3
SRX23152012,CTBP2,Blood,MUTZ-3,MUTZ-3
SRX23152013,CTBP2,Blood,MUTZ-3,MUTZ-3
SRX23152014,MECOM,Blood,MUTZ-3,MUTZ-3
SRX23152015,MECOM,Blood,MUTZ-3,MUTZ-3
SRX23152016,CTBP2,Blood,MUTZ-3,MUTZ-3
SRX23152017,CTBP2,Blood,MUTZ-3,MUTZ-3
SRX23152018,MECOM,Blood,MUTZ-3,MUTZ-3
SRX23152019,MECOM,Blood,MUTZ-3,MUTZ-3
SRX7695548,TEAD4,Lung,NCI-H209,NCI-H209
SRX7695549,TEAD4,Lung,NCI-H209,NCI-H209
SRX7695552,TEAD4,Lung,NCI-H209,NCI-H209
SRX7695553,TEAD4,Lung,NCI-H209,NCI-H209
SRX2940753,TP53,Lung,NCI-H460,NCI-H460
SRX7712496,HIF1A,Lung,NCI-H460,NCI-H460
SRX7712497,HIF1A,Lung,NCI-H460,NCI-H460
SRX7712498,HIF1A,Lung,NCI-H460,NCI-H460
SRX7712499,HIF1A,Lung,NCI-H460,NCI-H460
SRX10035154,BRD4,Lung,NCI-H520,NCI-H520
SRX10035155,BRD4,Lung,NCI-H520,NCI-H520
