0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
SRX1397412	SMAD1	Blood	CD34+	NA	32662477,52.4,38.9,4786	GSM1921337: Day5 SmaD1; Homo sapiens; ChIP-Seq	source_name=Erythrocyte precursors	cell type=mobilized peripheral blood CD34+ cells	time=day 5 of differentiation	treatment=25ng/ml hrBMP4 for 2hrs before collection	purification target=SMAD1	chip antibody=anti-SMAD1	antibody manufacturer=Santa Cruz	antibody catalog id=sc7965																				
SRX13994927	EP300	Kidney	rRenal tubular epithelial cells	NA	25915361,98.2,13.8,1090	GSM5850522: human renal tubular epithelial cells -IP; Homo sapiens; ChIP-Seq	source_name=human renal tubular epithelial cells	cell type=human renal tubular epithelial cells	chip antibody=p300(D2X6N) Rabbit mAb (CST, #54062)																									
SRX14036521	VSX2	Neural	Retina	MeSH Description=The ten-layered nervous tissue membrane of the eye. It is continuous with the OPTIC NERVE and receives images of external objects and transmits visual impulses to the brain. Its outer surface is in contact with the CHOROID and the inner surface with the VITREOUS BODY. The outer-most layer is pigmented, whereas the inner nine layers are transparent.	41948796,92.9,18.8,28397	GSM5859984: VSX2-Adult human ChIP-Seq Treatment, Rep1; Homo sapiens; ChIP-Seq	source_name=Adult human retina	developmental stage=Adult	tissue=retina	apparent sex=Female	age=46	apparent race=White	postmortem interval=1.4 hours	chip antibody=VSX2 (Exalpha, Cat No. X1180P, Lot No 14166)	treatment=untreated																			
SRX14036523	VSX2	Neural	Retina	MeSH Description=The ten-layered nervous tissue membrane of the eye. It is continuous with the OPTIC NERVE and receives images of external objects and transmits visual impulses to the brain. Its outer surface is in contact with the CHOROID and the inner surface with the VITREOUS BODY. The outer-most layer is pigmented, whereas the inner nine layers are transparent.	44514951,98.0,7.0,1562	GSM5859986: VSX2-Adult human ChIP-Seq Treatment, Rep2; Homo sapiens; ChIP-Seq	source_name=Adult human retina	developmental stage=Adult	tissue=retina	apparent sex=Male	age=57	apparent race=White	postmortem interval=&lt;6 hours	chip antibody=VSX2 (Exalpha, Cat No. X1180P, Lot No 14166)	treatment=untreated																			
SRX1424891	POU3F2	Neural	Neural progenitor cells	NA	45002728,81.4,3.4,1866	GSM1934417: ChIP-seq NPC C-20; Homo sapiens; ChIP-Seq	source_name=NPS_before 2 wks of differentiation	cell type=Human neural progenitor cells (hNPC)	passages=10	time point=before 2 wks of differentiation	chip antibody=goat anti-Brn2 (C-20)	chip antibody vendor=Santa Cruz Biotechnology																						
SRX1424892	POU3F2	Neural	Neural progenitor cells	NA	42918312,71.7,5.3,1607	GSM1934421: ChIP-seq NPC B-2; Homo sapiens; ChIP-Seq	source_name=NPS_before 2 wks of differentiation	cell type=Human neural progenitor cells (hNPC)	passages=10	time point=before 2 wks of differentiation	chip antibody=mouse monoclonal anti-Brn2	chip antibody vendor=Santa Cruz Biotechnology																						
SRX1424893	POU3F2	Neural	Neural progenitor cells	NA	40253246,80.9,3.6,1856	GSM1934423: ChIP-seq NPC-Diff C-20; Homo sapiens; ChIP-Seq	source_name=NPS_after 2 wks of differentiation	cell type=Human neural progenitor cells (hNPC)	passages=10	time point=after 2 wks of differentiation	chip antibody=goat anti-Brn2 (C-20)	chip antibody vendor=Santa Cruz Biotechnology																						
SRX1424894	POU3F2	Neural	Neural progenitor cells	NA	43304630,74.8,4.9,1811	GSM1934425: ChIP-seq NPC-Diff B-2; Homo sapiens; ChIP-Seq	source_name=NPS_after 2 wks of differentiation	cell type=Human neural progenitor cells (hNPC)	passages=10	time point=after 2 wks of differentiation	chip antibody=mouse monoclonal anti-Brn2	chip antibody vendor=Santa Cruz Biotechnology																						
SRX1425808	CTCF	Blood	T cells	NA	40456287,91.0,21.9,9318	GSM1936635: Naive CTCF ChIP-Seq 10 12; Homo sapiens; ChIP-Seq	source_name=naïve T-lymphocytes	cell type=T-lymphocyte	differentiation stage=Naïve	antibody=anti-CTCF [D31H2] (Cell signaling) Lot #1																								
SRX1425809	CTCF	Blood	T cells	NA	39683604,93.4,12.7,22281	GSM1936636: Activated CTCF ChIP-Seq 10 12; Homo sapiens; ChIP-Seq	source_name=activated T-lymphocytes	cell type=T-lymphocyte	differentiation stage=Activated	antibody=anti-CTCF [D31H2] (Cell signaling) Lot #1																								
SRX14280059	LMNB1	Liver	Liver	MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.	28155763,47.4,38.9,534	GSM5916375: Lamin B1 ChIP human NAFLD Severe rep2; Homo sapiens; ChIP-Seq	source_name=Liver	tissue=liver	disease state=NAFLD	chip antibody=Lamin B1																								
SRX14280060	LMNB1	Liver	Liver	MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.	45407337,59.6,48.3,942	GSM5916376: Lamin B1 ChIP human NAFLD Severe rep3; Homo sapiens; ChIP-Seq	source_name=Liver	tissue=liver	disease state=NAFLD	chip antibody=Lamin B1																								
SRX14280081	FOXA2	Liver	Liver	MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.	28256411,75.0,42.3,830	GSM5916365: Foxa2 ChIP human normal rep1; Homo sapiens; ChIP-Seq	source_name=Liver	tissue=liver	disease state=Normal control	chip antibody=Foxa2																								
SRX14280082	FOXA2	Liver	Liver	MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.	33011272,57.3,22.7,773	GSM5916366: Foxa2 ChIP human normal rep2; Homo sapiens; ChIP-Seq	source_name=Liver	tissue=liver	disease state=Normal control	chip antibody=Foxa2																								
SRX14280083	FOXA2	Liver	Liver	MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.	47909447,8.9,35.5,322	GSM5916367: Foxa2 ChIP human normal rep3; Homo sapiens; ChIP-Seq	source_name=Liver	tissue=liver	disease state=Normal control	chip antibody=Foxa2																								
SRX14280084	FOXA2	Liver	Liver	MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.	32319901,77.4,26.8,945	GSM5916368: Foxa2 ChIP human NAFLD Severe rep1; Homo sapiens; ChIP-Seq	source_name=Liver	tissue=liver	disease state=NAFLD	chip antibody=Foxa2																								
SRX14280085	FOXA2	Liver	Liver	MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.	25920039,46.4,17.8,557	GSM5916369: Foxa2 ChIP human NAFLD Severe rep2; Homo sapiens; ChIP-Seq	source_name=Liver	tissue=liver	disease state=NAFLD	chip antibody=Foxa2																								
SRX14280086	FOXA2	Liver	Liver	MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.	37341507,56.9,22.5,914	GSM5916370: Foxa2 ChIP human NAFLD Severe rep3; Homo sapiens; ChIP-Seq	source_name=Liver	tissue=liver	disease state=NAFLD	chip antibody=Foxa2																								
SRX14280087	LMNB1	Liver	Liver	MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.	50296385,39.4,67.8,624	GSM5916371: Lamin B1 ChIP human normal rep1; Homo sapiens; ChIP-Seq	source_name=Liver	tissue=liver	disease state=Normal control	chip antibody=Lamin B1																								
SRX14280088	LMNB1	Liver	Liver	MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.	49478508,36.3,22.9,777	GSM5916372: Lamin B1 ChIP human normal rep2; Homo sapiens; ChIP-Seq	source_name=Liver	tissue=liver	disease state=Normal control	chip antibody=Lamin B1																								
SRX14280089	LMNB1	Liver	Liver	MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.	51811679,35.8,29.4,659	GSM5916373: Lamin B1 ChIP human normal rep3; Homo sapiens; ChIP-Seq	source_name=Liver	tissue=liver	disease state=Normal control	chip antibody=Lamin B1																								
SRX14280090	LMNB1	Liver	Liver	MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.	53616246,45.0,51.8,794	GSM5916374: Lamin B1 ChIP human NAFLD Severe rep1; Homo sapiens; ChIP-Seq	source_name=Liver	tissue=liver	disease state=NAFLD	chip antibody=Lamin B1																								
SRX1435941	ZBTB16	Uterus	Endometrial stromal cells	NA	36194552,98.2,34.7,1654	GSM1943549: PLZF Chipseq; Homo sapiens; ChIP-Seq	source_name=PLZF ChIP DNA from hESCs	cell type=Primary stromal cells	passage=2 to 4	antibody=Goat polyclonal anti-human PLZF antibody (sc-11146; Santa Cruz Biotechnology, Inc.)																								
SRX144520	NFE2L2	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	6416702,44.4,88.7,15	GSM922965: NRF2 ChIP SFN treated pilot; Homo sapiens; ChIP-Seq	source_name=NRF2 ChIP SFN treated	biomaterial_provider=Coriell; http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&amp;q=GM11994	cell type=lymphoblastoid	cell line=GM11994	chip antibody=rabbit monoclonal anti-NRF2 (Epitomics, Clone ID EP1808Y)																							
SRX144521	NFE2L2	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	9340414,71.2,80.0,123	GSM922966: NRF2 ChIP SFN treated rep1; Homo sapiens; ChIP-Seq	source_name=NRF2 ChIP SFN treated	biomaterial_provider=Coriell; http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&amp;q=GM11992	biomaterial_provider=Coriell; http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&amp;q=GM12763	cell type=lymphoblastoid	cell line=GM11992, GM12763	chip antibody=rabbit monoclonal anti-NRF2 (Epitomics, Clone ID EP1808Y)																						
SRX144523	NFE2L2	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	14919604,92.1,90.7,44	GSM922968: NRF2 ChIP SFN treated rep3; Homo sapiens; ChIP-Seq	source_name=NRF2 ChIP SFN treated	biomaterial_provider=Coriell; http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&amp;q=GM07000	biomaterial_provider=Coriell; http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&amp;q=GM11882	cell type=lymphoblastoid	cell line=GM07000, GM11882	chip antibody=rabbit monoclonal anti-NRF2 (Epitomics, Clone ID EP1808Y)																						
SRX144524	NFE2L2	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	4766716,6.3,88.5,0	GSM922969: NRF2 ChIP vehicle treated pilot; Homo sapiens; ChIP-Seq	source_name=NRF2 ChIP vehicle treated	biomaterial_provider=Coriell; http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&amp;q=GM11994	cell type=lymphoblastoid	cell line=GM11994	chip antibody=rabbit monoclonal anti-NRF2 (Epitomics, Clone ID EP1808Y)																							
SRX144525	NFE2L2	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	14487710,87.6,80.9,137	GSM922970: NRF2 ChIP vehicle treated rep1; Homo sapiens; ChIP-Seq	source_name=NRF2 ChIP vehicle treated	biomaterial_provider=Coriell; http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&amp;q=GM11992	biomaterial_provider=Coriell; http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&amp;q=GM12763	cell type=lymphoblastoid	cell line=GM11992, GM12763	chip antibody=rabbit monoclonal anti-NRF2 (Epitomics, Clone ID EP1808Y)																						
SRX144527	NFE2L2	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	8704444,92.8,91.5,9	GSM922972: NRF2 ChIP vehicle treated rep3; Homo sapiens; ChIP-Seq	source_name=NRF2 ChIP vehicle treated	biomaterial_provider=Coriell; http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&amp;q=GM07000	biomaterial_provider=Coriell; http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&amp;q=GM11882	cell type=lymphoblastoid	cell line=GM07000, GM11882	chip antibody=rabbit monoclonal anti-NRF2 (Epitomics, Clone ID EP1808Y)																						
SRX1456193	EBF1	Blood	B cells	NA	44804569,98.7,38.1,9791	GSM1958039: EBF1 CHIP-seq in LCL; Homo sapiens; ChIP-Seq	source_name=LCL cell line	cell line=LCL	cell type=EBV positive B-cells	chip antibody=EBF1	chip antibody vendor=EMD Millipore																							
SRX1456195	RBPJ	Blood	B cells	NA	58163162,98.0,79.5,5757	GSM1958041: RBP-jk CHIP-seq in LCL; Homo sapiens; ChIP-Seq	source_name=LCL cell line	cell line=LCL	cell type=EBV positive B-cells	chip antibody=RBP-jk	chip antibody vendor=Abcam																							
SRX1460847	RELA	Blood	Th1 Cells	MeSH Description=A subset of helper-inducer T-lymphocytes which synthesize and secrete INTERLEUKIN-2; INTERFERON-GAMMA; and INTERLEUKIN-12. Due to their ability to kill antigen-presenting cells and their lymphokine-mediated effector activity, Th1 cells are associated with vigorous delayed-type hypersensitivity reactions.	14687562,88.9,7.1,10055	GSM1961561: Homo sapiens Th1 RA p65 SC; Homo sapiens; ChIP-Seq	source_name=In vitro differentiated Th1 cells	cell type=Th1	antibody=Santa Cruz C-20 (sc-372)	treatment/agent=PMA/ionomycin, DMSO																								
SRX1460848	RELA	Blood	Th1 Cells	MeSH Description=A subset of helper-inducer T-lymphocytes which synthesize and secrete INTERLEUKIN-2; INTERFERON-GAMMA; and INTERLEUKIN-12. Due to their ability to kill antigen-presenting cells and their lymphokine-mediated effector activity, Th1 cells are associated with vigorous delayed-type hypersensitivity reactions.	15043720,87.2,8.1,11438	GSM1961562: Homo sapiens Th1 BAY p65 SC; Homo sapiens; ChIP-Seq	source_name=In vitro differentiated Th1 cells	cell type=Th1	antibody=Santa Cruz C-20 (sc-372)	treatment/agent=PMA/ionomycin, BAY 11-7082																								
SRX1460849	AFF4	Blood	Th1 Cells	MeSH Description=A subset of helper-inducer T-lymphocytes which synthesize and secrete INTERLEUKIN-2; INTERFERON-GAMMA; and INTERLEUKIN-12. Due to their ability to kill antigen-presenting cells and their lymphokine-mediated effector activity, Th1 cells are associated with vigorous delayed-type hypersensitivity reactions.	17699627,85.9,13.0,8233	GSM1961563: Homo sapiens Th1 RA Aff4; Homo sapiens; ChIP-Seq	source_name=In vitro differentiated Th1 cells	cell type=Th1	antibody=Bethyl Laboratories (A302-539A)	treatment/agent=PMA/ionomycin, DMSO																								
SRX1460850	AFF4	Blood	Th1 Cells	MeSH Description=A subset of helper-inducer T-lymphocytes which synthesize and secrete INTERLEUKIN-2; INTERFERON-GAMMA; and INTERLEUKIN-12. Due to their ability to kill antigen-presenting cells and their lymphokine-mediated effector activity, Th1 cells are associated with vigorous delayed-type hypersensitivity reactions.	15644896,74.0,7.8,6523	GSM1961564: Homo sapiens Th1 BAY Aff4; Homo sapiens; ChIP-Seq	source_name=In vitro differentiated Th1 cells	cell type=Th1	antibody=Bethyl Laboratories (A302-539A)	treatment/agent=PMA/ionomycin, BAY 11-7082																								
SRX1460851	BRD4	Blood	Th1 Cells	MeSH Description=A subset of helper-inducer T-lymphocytes which synthesize and secrete INTERLEUKIN-2; INTERFERON-GAMMA; and INTERLEUKIN-12. Due to their ability to kill antigen-presenting cells and their lymphokine-mediated effector activity, Th1 cells are associated with vigorous delayed-type hypersensitivity reactions.	17369622,86.8,10.0,10587	GSM1961565: Homo sapiens Th1 RA Brd4; Homo sapiens; ChIP-Seq	source_name=In vitro differentiated Th1 cells	cell type=Th1	antibody=Bethyl Laboratories (A301-985A100)	treatment/agent=PMA/ionomycin, DMSO																								
SRX1460852	BRD4	Blood	Th1 Cells	MeSH Description=A subset of helper-inducer T-lymphocytes which synthesize and secrete INTERLEUKIN-2; INTERFERON-GAMMA; and INTERLEUKIN-12. Due to their ability to kill antigen-presenting cells and their lymphokine-mediated effector activity, Th1 cells are associated with vigorous delayed-type hypersensitivity reactions.	16094190,80.5,7.8,10989	GSM1961566: Homo sapiens Th1 BAY Brd4; Homo sapiens; ChIP-Seq	source_name=In vitro differentiated Th1 cells	cell type=Th1	antibody=Bethyl Laboratories (A301-985A100)	treatment/agent=PMA/ionomycin, BAY 11-7082																								
SRX1460853	MED1	Blood	Th1 Cells	MeSH Description=A subset of helper-inducer T-lymphocytes which synthesize and secrete INTERLEUKIN-2; INTERFERON-GAMMA; and INTERLEUKIN-12. Due to their ability to kill antigen-presenting cells and their lymphokine-mediated effector activity, Th1 cells are associated with vigorous delayed-type hypersensitivity reactions.	12831204,72.7,10.0,3327	GSM1961567: Homo sapiens Th1 RA Med1; Homo sapiens; ChIP-Seq	source_name=In vitro differentiated Th1 cells	cell type=Th1	antibody=Bethyl Laboratories (A300-793A)	treatment/agent=PMA/ionomycin, DMSO																								
SRX1460854	MED1	Blood	Th1 Cells	MeSH Description=A subset of helper-inducer T-lymphocytes which synthesize and secrete INTERLEUKIN-2; INTERFERON-GAMMA; and INTERLEUKIN-12. Due to their ability to kill antigen-presenting cells and their lymphokine-mediated effector activity, Th1 cells are associated with vigorous delayed-type hypersensitivity reactions.	12923742,72.4,8.2,4435	GSM1961568: Homo sapiens Th1 BAY Med1; Homo sapiens; ChIP-Seq	source_name=In vitro differentiated Th1 cells	cell type=Th1	antibody=Bethyl Laboratories (A300-793A)	treatment/agent=PMA/ionomycin, BAY 11-7082																								
SRX1477664	MED12	Blood	CD34 Hematopoietic stem cells	NA	30706330,83.2,46.8,3348	GSM1970175: Input DNA; Homo sapiens; ChIP-Seq	source_name=human CD34+	cell type=hematopoietis stem and progenitor cells	culture=6 days expanded	antibody=Med12 (A-300-774A)																								
SRX1477665	MED12	Blood	CD34 Hematopoietic stem cells	NA	30055108,92.7,20.8,3279	GSM1970176: ChIP Seq MED12 1; Homo sapiens; ChIP-Seq	source_name=human CD34+	cell type=hematopoietis stem and progenitor cells	culture=6 days expanded	antibody=Med12 (A-300-774A)																								
SRX1477666	MED12	Blood	CD34 Hematopoietic stem cells	NA	33444651,93.9,29.0,9624	GSM1970177: ChIP Seq MED12 2; Homo sapiens; ChIP-Seq	source_name=human CD34+	cell type=hematopoietis stem and progenitor cells	culture=6 days expanded	antibody=Med12 (A-300-774A)																								
SRX1478537	EP300	Kidney	Kidney Cortex	MeSH Description=The outer zone of the KIDNEY, beneath the capsule, consisting of KIDNEY GLOMERULUS; KIDNEY TUBULES, DISTAL; and KIDNEY TUBULES, PROXIMAL.	25451909,98.8,2.7,25310	GSM1970524: P300 ChIP (16 week); Homo sapiens; ChIP-Seq	source_name=Human kidney ChIP P300-16wk	genotype=wild type	tissue=renal cortex	age=16 weeks 2 days	Stage=Fetal 17wk	Sex=unknown	pooled sample=no																					
SRX1478538	SIX1	Kidney	Kidney Cortex	MeSH Description=The outer zone of the KIDNEY, beneath the capsule, consisting of KIDNEY GLOMERULUS; KIDNEY TUBULES, DISTAL; and KIDNEY TUBULES, PROXIMAL.	26053066,97.6,12.4,929	GSM1970525: SIX1 ChIP (16 week); Homo sapiens; ChIP-Seq	source_name=Human kidney ChIP SIX1-16wk	genotype=wild type	tissue=renal cortex	age=16 weeks 2 days	Stage=Fetal 17wk	Sex=unknown	pooled sample=no																					
SRX1478539	SIX1	Kidney	Kidney Cortex	MeSH Description=The outer zone of the KIDNEY, beneath the capsule, consisting of KIDNEY GLOMERULUS; KIDNEY TUBULES, DISTAL; and KIDNEY TUBULES, PROXIMAL.	29000521,98.5,2.9,873	GSM1970526: SIX1 ChIP (17 week #2); Homo sapiens; ChIP-Seq	source_name=Human kidney ChIP SIX1-17wk sample #2	genotype=wild type	tissue=renal cortex	age=17 weeks 3 days	Stage=Fetal 18wk	Sex=unknown	pooled sample=no																					
SRX1478540	SIX1	Kidney	Kidney Cortex	MeSH Description=The outer zone of the KIDNEY, beneath the capsule, consisting of KIDNEY GLOMERULUS; KIDNEY TUBULES, DISTAL; and KIDNEY TUBULES, PROXIMAL.	27614948,98.3,2.6,3502	GSM1970527: SIX1 ChIP (17 week #1); Homo sapiens; ChIP-Seq	source_name=Human kidney ChIP SIX1-17wk sample #1	genotype=wild type	tissue=renal cortex	age=17 weeks 2 days	Stage=Fetal 18wk	Sex=unknown	pooled sample=no																					
SRX1478541	SIX2	Kidney	Kidney Cortex	MeSH Description=The outer zone of the KIDNEY, beneath the capsule, consisting of KIDNEY GLOMERULUS; KIDNEY TUBULES, DISTAL; and KIDNEY TUBULES, PROXIMAL.	35525754,97.4,3.4,14890	GSM1970528: SIX2 ChIP (16 week); Homo sapiens; ChIP-Seq	source_name=Human kidney ChIP SIX2-16wk	genotype=wild type	tissue=renal cortex	age=16 weeks 2 days	Stage=Fetal 17wk	Sex=unknown	pooled sample=no																					
SRX1478542	SIX2	Kidney	Kidney Cortex	MeSH Description=The outer zone of the KIDNEY, beneath the capsule, consisting of KIDNEY GLOMERULUS; KIDNEY TUBULES, DISTAL; and KIDNEY TUBULES, PROXIMAL.	27008866,98.5,2.8,915	GSM1970529: SIX2 ChIP (17 week #2); Homo sapiens; ChIP-Seq	source_name=Human kidney ChIP SIX2-17wk sample #2	genotype=wild type	tissue=renal cortex	age=17 weeks 3 days	Stage=Fetal 18wk	Sex=unknown	pooled sample=no																					
SRX1478543	SIX2	Kidney	Kidney Cortex	MeSH Description=The outer zone of the KIDNEY, beneath the capsule, consisting of KIDNEY GLOMERULUS; KIDNEY TUBULES, DISTAL; and KIDNEY TUBULES, PROXIMAL.	39708677,98.1,4.7,41343	GSM1970530: SIX2 ChIP (17 week #1); Homo sapiens; ChIP-Seq	source_name=Human kidney ChIP SIX2-17wk sample #1	genotype=wild type	tissue=renal cortex	age=17 weeks 2 days	Stage=Fetal 18wk	Sex=unknown	pooled sample=no																					
SRX1478544	SIX2	Kidney	Kidney Cortex	MeSH Description=The outer zone of the KIDNEY, beneath the capsule, consisting of KIDNEY GLOMERULUS; KIDNEY TUBULES, DISTAL; and KIDNEY TUBULES, PROXIMAL.	30440545,97.5,5.1,47117	GSM1970531: SIX2 ChIP w/specifc antibody (17 week #1); Homo sapiens; ChIP-Seq	source_name=Human kidney ChIP w/SIX2 specific antibody-17wk sample #1	genotype=wild type	tissue=renal cortex	age=17 weeks 2 days	Stage=Fetal 18wk	Sex=unknown	pooled sample=no																					
SRX14812502	TP53	Breast	Mammary epithelial cells	NA	45506598,95.1,59.4,875	GSM6038091: ChIPseq HMEC wt p53 Unt r1; Homo sapiens; ChIP-Seq	source_name=Mammary Epithelial Cells	cell type=Mammary Epithelial Cells	genotype=wild type	strain=Normal Human Mammary Epithelial Cells CC-2551	treatment condition=basal p53	chip antibody=Cell Signaling technologies, p53(1C12) mAb#2524																						
SRX14812503	TP53	Breast	Mammary epithelial cells	NA	43199472,96.0,51.3,1014	GSM6038092: ChIPseq HMEC wt p53 Act r1; Homo sapiens; ChIP-Seq	source_name=Mammary Epithelial Cells	cell type=Mammary Epithelial Cells	genotype=wild type	strain=Normal Human Mammary Epithelial Cells CC-2551	treatment condition=activated p53	chip antibody=Cell Signaling technologies, p53(1C12) mAb#2524																						
SRX14853137	ESR1	Uterus	Endometrium	MeSH Description=The mucous membrane lining of the uterine cavity that is hormonally responsive during the MENSTRUAL CYCLE and PREGNANCY. The endometrium undergoes cyclic changes that characterize MENSTRUATION. After successful FERTILIZATION, it serves to sustain the developing embryo.	73691676,97.0,43.0,35452	GSM6043914: ESR1 Prolif endo; Homo sapiens; ChIP-Seq	source_name=endometrial biopsy	sample source=proliferative	sample type=endometrial biopsy	treament=none	antibody=ESR1 (Millipore, cat# 06-935)																							
SRX14853138	ESR1	Uterus	Endometrium	MeSH Description=The mucous membrane lining of the uterine cavity that is hormonally responsive during the MENSTRUAL CYCLE and PREGNANCY. The endometrium undergoes cyclic changes that characterize MENSTRUATION. After successful FERTILIZATION, it serves to sustain the developing embryo.	92752459,98.1,54.6,8444	GSM6043915: ESR1 MS endo; Homo sapiens; ChIP-Seq	source_name=endometrial biopsy	sample source=mid-secretory	sample type=endometrial biopsy	treament=none	antibody=ESR1 (Millipore, cat# 06-935)																							
SRX14853139	ESR1	Uterus	Uterine epithelial cells	NA	47759818,91.1,51.6,5713	GSM6043916: ESR1 d1 org; Homo sapiens; ChIP-Seq	source_name=uterine epithelial cells	sample source=donor1	sample type=organoid culture	treament=E2+MPA	antibody=ESR1 (Millipore, cat# 06-935)																							
SRX14853140	PGR	Uterus	Uterine epithelial cells	NA	45861779,89.3,59.6,18551	GSM6043917: PGR d1 org; Homo sapiens; ChIP-Seq	source_name=uterine epithelial cells	sample source=donor1	sample type=organoid culture	treament=E2+MPA	antibody=PGR (Santa Cruz sc-7208)																							
SRX14853141	ESR1	Uterus	Uterine epithelial cells	NA	47330152,91.4,51.7,4957	GSM6043918: ESR1 d2 org; Homo sapiens; ChIP-Seq	source_name=uterine epithelial cells	sample source=donor2	sample type=organoid culture	treament=E2+MPA	antibody=ESR1 (Millipore, cat# 06-935)																							
SRX14853142	PGR	Uterus	Uterine epithelial cells	NA	55341606,92.0,51.0,19808	GSM6043919: PGR d2 org; Homo sapiens; ChIP-Seq	source_name=uterine epithelial cells	sample source=donor2	sample type=organoid culture	treament=E2+MPA	antibody=PGR (Santa Cruz sc-7208)																							
SRX14888587	YY1	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	25744355,87.8,31.8,1687	GSM6046966: M2, YY1, CST; Homo sapiens; ChIP-Seq	source_name=M2	cell line=M2	cell type=M2 macrophages	chip antibody=YY1 (CST, D5D9Z)																								
SRX15003482	HNRNPA2B1	Adipocyte	Adipose-derived stem cells	NA	51981539,90.6,22.2,1240	GSM6068271: hs GF ASC hnRNPA2B1 Sub1; Homo sapiens; ChIP-Seq	source_name=GF (gluteofemoral) adipose tissue	tissue=GF (gluteofemoral) adipose tissue	cell line=hASCs	cell type=human adipose derived stem cells	treatment=none	chip antibody=hnRNPA2B1 (Novus Biologicals NB120-6102)																						
SRX15003483	HNRNPA2B1	Adipocyte	Adipose-derived stem cells	NA	56949686,90.7,24.0,1338	GSM6068272: hs GF ASC hnRNPA2B1 Sub2; Homo sapiens; ChIP-Seq	source_name=GF (gluteofemoral) adipose tissue	tissue=GF (gluteofemoral) adipose tissue	cell line=hASCs	cell type=human adipose derived stem cells	treatment=none	chip antibody=hnRNPA2B1 (Novus Biologicals NB120-6102)																						
SRX15003484	HNRNPA2B1	Adipocyte	Adipose-derived stem cells	NA	44955465,89.0,18.3,863	GSM6068273: hs GF ASC hnRNPA2B1 Sub3; Homo sapiens; ChIP-Seq	source_name=GF (gluteofemoral) adipose tissue	tissue=GF (gluteofemoral) adipose tissue	cell line=hASCs	cell type=human adipose derived stem cells	treatment=none	chip antibody=hnRNPA2B1 (Novus Biologicals NB120-6102)																						
