0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
SRX10873629	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873630	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873631	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873632	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873633	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873634	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873635	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873636	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873637	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873638	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873639	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873640	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873641	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873642	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873643	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873644	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873645	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873646	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873647	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873648	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873649	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873650	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873651	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873652	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873653	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873654	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873655	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873656	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873657	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873658	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873659	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873660	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873661	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873662	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873663	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873664	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873665	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873666	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873667	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873668	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873669	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873670	Twist1	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873671	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873672	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873673	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873674	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873675	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873676	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873677	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873678	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873679	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873680	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873681	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873682	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873683	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873684	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873685	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873686	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873687	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873688	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873689	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873690	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873691	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873692	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873693	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873694	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873695	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873696	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873697	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873698	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873699	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873700	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873701	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX10873702	Erg	Cardiovascular	Heart	source_name=P5 heart	developmental stage=P5	tissue=heart	strain=C57BL/6	tissue preparation=Fixed by Formaldehyde																						
SRX1091120	Irf4	Blood	B cells	source_name=LPS actived B cells	cell type=LPS actived B cells	strain=C57BL/6	culture time=72 hours																							
SRX1091121	Irf4	Blood	B cells	source_name=LPS actived B cells	cell type=LPS actived B cells	strain=C57BL/6	culture time=48 hours																							
SRX1091122	Irf8	Blood	B cells	source_name=LPS actived B cells	cell type=LPS actived B cells	strain=C57BL/6	culture time=72 hours																							
SRX1091123	Irf8	Blood	B cells	source_name=LPS actived B cells	cell type=LPS actived B cells	strain=C57BL/6	culture time=48 hours																							
SRX1091124	Irf8	Blood	B cells	source_name=GC B cells	cell type=GC B cells	strain=C57BL/6	culture time=in vivo fresh cell																							
SRX10913845	Smarca4	Neural	Cortical neuron	source_name=neuron	genotype=wild type	cell type=Primary cultured cortical neurons	treatment=Basal level of KCl																							
SRX10913846	Smarca4	Neural	Cortical neuron	source_name=neuron	genotype=wild type	cell type=Primary cultured cortical neurons	treatment=50 mM KCl treated 1h																							
SRX10916740	Ctcf	Blood	Erythrocytes	source_name=Primitive Erythroid	cell type=Erythrocytes from mouse yolk sac	strain=C57BL/6																								
SRX10916741	Ctcf	Blood	Erythrocytes	source_name=Primitive Erythroid	cell type=Erythrocytes from mouse yolk sac	strain=C57BL/6																								
SRX10916742	Ctcf	Blood	Erythrocytes	source_name=Primitive Erythroid	cell type=Erythrocytes from mouse yolk sac	strain=C57BL/6																								
SRX10916762	Gata1	Blood	Erythroid Cells	source_name=Definitive erythroid	cell type=Cultured fetal liver cells	strain=C57BL/6																								
SRX10916763	Gata1	Blood	Erythrocytes	source_name=Definitive erythroid	cell type=Erythrocytes from mouse yolk sac	strain=C57BL/6																								
SRX1091832	Ctcf	Gonad	Round spermatids	source_name=Mouse Round spermatids	cell line=mRS																									
SRX1091833	Ctcfl	Gonad	Round spermatids	source_name=Mouse Round spermatids	cell line=mRS																									
SRX1092949	Cebpa	Liver	Liver	source_name=Trib1_WT_rep1	strain=C57B/6	tissue=liver																								
SRX1092950	Cebpa	Liver	Liver	source_name=Trib1_WT_rep2	strain=C57B/6	tissue=liver																								
SRX1092951	Cebpa	Liver	Liver	source_name=Trib1_LSKO_rep1	strain=C57B/6	tissue=liver																								
SRX1092952	Cebpa	Liver	Liver	source_name=Trib1_LSKO_rep2	strain=C57B/6	tissue=liver																								
SRX1092953	Cebpa	Liver	Liver	source_name=AAV_Null_rep1	strain=C57B/6	tissue=liver																								
SRX1092954	Cebpa	Liver	Liver	source_name=AAV_Null_rep2	strain=C57B/6	tissue=liver																								
SRX1092955	Cebpa	Liver	Liver	source_name=AAV_Cebpa_rep1	strain=C57B/6	tissue=liver																								
SRX1092956	Cebpa	Liver	Liver	source_name=AAV_Cebpa_rep2	strain=C57B/6	tissue=liver																								
SRX109320	Ikzf1	Blood	Thymus	source_name=Whole Thymus	genotype/variation=wt	strain=C57BL/6	tissue=Thymus	age=4 week																						
SRX109329	Stat1	Blood	Macrophages	source_name=bone marrow macrophages	genotype=Ikbke+/+	cell type=Bone marrow macrophages	treatment=none	genetic background=C58BL/6																						
SRX109331	Stat1	Blood	Macrophages	source_name=bone marrow macrophages	genotype=Ikbke+/+	cell type=Bone marrow macrophages	treatment=IFNγ for 6 hour	genetic background=C58BL/6																						
SRX109333	Stat1	Blood	Macrophages	source_name=bone marrow macrophages	genotype=Ikbke+/+	cell type=Bone marrow macrophages	treatment=IFNβ for 6 hour	genetic background=C58BL/6																						
SRX109335	Stat1	Blood	Macrophages	source_name=bone marrow macrophages	genotype=Ikbke-/-	cell type=Bone marrow macrophages	treatment=none	genetic background=C58BL/6																						
SRX109337	Stat1	Blood	Macrophages	source_name=bone marrow macrophages	genotype=Ikbke-/-	cell type=Bone marrow macrophages	treatment=IFNγ for 6 hour	genetic background=C58BL/6																						
SRX109339	Stat1	Blood	Macrophages	source_name=bone marrow macrophages	genotype=Ikbke-/-	cell type=Bone marrow macrophages	treatment=IFNβ for 6 hour	genetic background=C58BL/6																						
SRX1094550	Npas3	Neural	Neural Stem Cells	source_name=NS5 Neural Stem Cell	cell type=NS5 Neural Stem cell																									
SRX1094552	Olig2	Neural	Neural Stem Cells	source_name=NS5 Neural Stem Cell	cell type=NS5 Neural Stem Cell																									
SRX1094554	Smad4	Neural	Neural Stem Cells	source_name=NS5 Neural Stem Cell	cell type=NS5 Neural Stem Cell																									
SRX109461	Nr1d1	Liver	Liver	source_name=liver_REV-ERB alpha_ChIP	strain=C57BL/6	gender=male	age=20 wk	time point=ZT8	tissue=liver																					
SRX109462	Nr1d2	Liver	Liver	source_name=liver_REV-ERB beta_ChIP	strain=C57BL/6	gender=male	age=20 wk	time point=ZT8	tissue=liver																					
SRX109471	Bmi1	Neural	Neural progenitor cells	source_name=INK4A/ARF -/- mNPC 1 BMI1	cell type=Adult Neural Progenitor cells	genetic background=INK4a/Arf FVB	genotype=INK4A/ARF -/-	"chip antibody manufacturers=Millipore, Abcam, Abnova"																						
SRX109472	Bmi1	Neural	Neural progenitor cells	source_name=INK4A/ARF -/- mNPC 2 BMI1	cell type=Adult Neural Progenitor cells	genetic background=INK4a/Arf FVB	genotype=INK4A/ARF -/-	"chip antibody manufacturers=Millipore, Abcam, Abnova"																						
SRX109474	Bmi1	Neural	Astrocytes	source_name=INK4A/ARF -/- Astrocytes BMI1	cell type=Astrocytes	genetic background=INK4a/Arf FVB	genotype=INK4A/ARF -/-																							
SRX10950530	Biotin	Blood	Pro-B cells	source_name=Pro-B cells	strain=C57BL/6	genotype=Pax5(Bio/Bio) Rag1(cre/cre)	cell preparation=Ex-vivo																							
SRX10950531	Biotin	Blood	Pro-B cells	source_name=Pro-B cells	strain=C57BL/6	genotype=Pax5(Bio/Bio) Rag1(cre/cre)	cell preparation=Ex-vivo																							
SRX10950532	Biotin	Blood	B-ALL	source_name=B-ALL cells	strain=C57BL/6	genotype=Pax5(Jak2/+) Meox2(Cre/+)	cell preparation=Ex-vivo																							
SRX10950533	Biotin	Blood	B-ALL	source_name=B-ALL cells	strain=C57BL/6	genotype=Pax5(Jak2/+) Meox2(Cre/+)	cell preparation=Ex-vivo																							
SRX10950534	Biotin	Blood	Pro-B cells	source_name=Pro-B cells	strain=C57BL/6	genotype=Pax5(Jak2/+) Meox2(Cre/+)	cell preparation=Pro-B culture																							
SRX10950535	Biotin	Blood	Pro-B cells	source_name=Pro-B cells	strain=C57BL/6	genotype=Pax5(Jak2/+) Meox2(Cre/+)	cell preparation=Pro-B culture																							
SRX10950548	Pax5	Blood	B-ALL	source_name=B-ALL cells	strain=C57BL/6	genotype=Pax5(Jak2/+)	cell preparation=B-ALL cell line																							
SRX10950549	Pax5	Blood	B-ALL	source_name=B-ALL cells	strain=C57BL/6	genotype=Pax5(Jak2Prdmut/+)	cell preparation=B-ALL cell line																							
SRX10950550	Pax5	Blood	Pro-B cells	source_name=Pro-B cells	strain=C57BL/6	genotype=wild-type C57BL/6J	"cell preparation=Ex-vivo, FACS sorted, pooled"																							
SRX10950551	Pax5	Blood	Pro-B cells	source_name=Pro-B cells	strain=C57BL/6	genotype=wild-type C57BL/6J	"cell preparation=Ex-vivo, FACS sorted, pooled"																							
SRX10950554	Stat5a	Blood	Pro-B cells	source_name=Pro-B cells	strain=C57BL/6	genotype=wild-type	cell preparation=Pro-B culture (SB+)																							
SRX1096803	Gfi1	Blood	Naive T cells	source_name=Gfi1-WT CD4 Thn cell	strain background=C57BL/6	genotype/variation=wild type	tissue=spleen	cell type=Naive CD4 T (CD44lowCD62LhighCD25negative) cells																						
SRX1096804	Gfi1	Blood	Naive T cells	source_name=Gfi1-KO CD4 Thn cell	strain background=C57BL/6	genotype/variation=Gfi1-dficient	tissue=spleen	cell type=Naive CD4 T (CD44lowCD62LhighCD25negative) cells																						
SRX10989776	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT00	diet=FASTING																			
SRX10989777	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT04	diet=FASTING																			
SRX10989778	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT08	diet=FASTING																			
SRX10989779	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT12	diet=FASTING																			
SRX10989780	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT16	diet=FASTING																			
SRX10989781	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT20	diet=FASTING																			
SRX10989782	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BL/6x129Sv	age=12-16 weeks of age	genotype=SRC-3 +/+ WT mice	tissue=Liver	timepoint=CT24	diet=CHOW																			
SRX10989783	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BL/6x129Sv	age=12-16 weeks of age	genotype=SRC-3 -/- KO mice	tissue=Liver	timepoint=CT24	diet=CHOW																			
SRX10989784	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	"genotype=Xbp1 flx/flx (WT, wild-type) mice"	tissue=Liver	timepoint=CT24	diet=CHOW																			
SRX10989785	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	"genotype=AlbCre;Xbp1 flx/flx (LKO, liver-specific knockout) mice"	tissue=Liver	timepoint=CT24	diet=CHOW																			
SRX10989786	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BL/6x129Sv	age=12-16 weeks of age	genotype=SRC-3 +/+ WT mice	tissue=Liver	timepoint=ZT0	diet=CHOW																			
SRX10989787	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BL/6x129Sv	age=12-16 weeks of age	genotype=SRC-3 +/+ WT mice	tissue=Liver	timepoint=ZT8	diet=CHOW																			
SRX10989788	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BL/6x129Sv	age=12-16 weeks of age	genotype=SRC-3 -/- KO mice	tissue=Liver	timepoint=ZT8	diet=CHOW																			
SRX10989789	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT00	diet=CHOW																			
SRX10989790	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT04	diet=CHOW																			
SRX10989791	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT08	diet=CHOW																			
SRX10989792	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT12	diet=CHOW																			
SRX10989793	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT16	diet=CHOW																			
SRX10989794	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT20	diet=CHOW																			
SRX10989795	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT00	diet=CHOW																			
SRX10989796	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT04	diet=CHOW																			
SRX10989797	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT08	diet=CHOW																			
SRX10989798	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT12	diet=CHOW																			
SRX10989799	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT16	diet=CHOW																			
SRX10989800	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT20	diet=CHOW																			
SRX10989801	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT00	diet=FASTING																			
SRX10989802	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT04	diet=FASTING																			
SRX10989803	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT08	diet=FASTING																			
SRX10989804	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT12	diet=FASTING																			
SRX10989805	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT16	diet=FASTING																			
SRX10989806	Ncoa3	Liver	Liver	source_name=LIVER	gender=male	strain=C57BJ/L6 background	age=12-16 weeks of age	genotype=C57BJ/L6 WT mice	tissue=Liver	timepoint=ZT20	diet=FASTING																			
SRX11005922	Ebf2	Adipocyte	Adipocytes	source_name=Adipocyte	strain=C57BL/6	genotype=Control (wild type)	cell type=Adipocyte																							
SRX11005923	Ebf2	Adipocyte	Adipocytes	source_name=Adipocyte	strain=C57BL/6	genotype=Control (wild type)	cell type=Adipocyte																							
SRX11005924	Ebf2	Adipocyte	Adipocytes	source_name=Adipocyte	strain=C57BL/6	genotype=Zfp423-iAKO (Zfp423 knockout)	cell type=Adipocyte																							
SRX11005925	Ebf2	Adipocyte	Adipocytes	source_name=Adipocyte	strain=C57BL/6	genotype=Zfp423-iAKO (Zfp423 knockout)	cell type=Adipocyte																							
SRX11005930	Pparg	Adipocyte	Adipocytes	source_name=Adipocyte	strain=C57BL/6	genotype=Control (wild type)	cell type=Adipocyte																							
SRX11005931	Pparg	Adipocyte	Adipocytes	source_name=Adipocyte	strain=C57BL/6	genotype=Control (wild type)	cell type=Adipocyte																							
SRX11005932	Pparg	Adipocyte	Adipocytes	source_name=Adipocyte	strain=C57BL/6	genotype=Zfp423-iAKO (Zfp423 knockout)	cell type=Adipocyte																							
SRX11005933	Pparg	Adipocyte	Adipocytes	source_name=Adipocyte	strain=C57BL/6	genotype=Zfp423-iAKO (Zfp423 knockout)	cell type=Adipocyte																							
