ID	Transcription_Factor	Cell_type_class	Cell_type	Metadata
SRX13008768	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=87 year | donor ID=ENCDO203ASI
SRX13008777	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=90 or above year | donor ID=ENCDO448YMQ
SRX13008779	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=84 year | donor ID=ENCDO999WDR
SRX13008807	CTCF	Others	Spleen	sample type=tissue | tissue=spleen | health state=DM: no; HTN: no; CAD: no | dev_stage=adult | age=41 year | donor ID=ENCDO575WHY
SRX13008808	CTCF	Others	Spleen	sample type=tissue | tissue=spleen | health state=DM: no; HTN: no; CAD: no | dev_stage=adult | age=41 year | donor ID=ENCDO575WHY
SRX13008810	CTCF	Cardiovascular	Left ventricle	tissue=heart left ventricle | sample type=tissue | health state=ischemic (EF 29% LVEDD 5.4; RV normal size, mild dysfunction) | dev stage=adult | age=66 year | donor ID=ENCDO926KEV
SRX13008814	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=89 year | donor ID=ENCDO697SWU
SRX13008861	CTCF	Others	Spleen	tissue=spleen | sample type=tissue | dev_stage=adult | age=61 year | donor ID=ENCDO186XRB | health state=DM: no; HTN: no; CAD: no; lungs with moderate emphysema
SRX13008891	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=86 year | donor ID=ENCDO666UNK
SRX13008892	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=86 year | donor ID=ENCDO666UNK
SRX13008917	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=81 year | donor ID=ENCDO077CCP
SRX13008928	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=90 or above year | donor ID=ENCDO250PFZ
SRX13009055	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=85 year | donor ID=ENCDO080EZF
SRX13009099	CTCF	Lung	Lung	sample_type=tissue | tissue=left lung | dev stage=child | age=16 year | donor ID=ENCDO575EGL | health state=DM: no; HTN: no; CAD: no
SRX13009104	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=86 year | donor ID=ENCDO845GYA
SRX13009116	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=78 year | donor ID=ENCDO623FPG
SRX13009142	CTCF	Cardiovascular	Left ventricle	tissue=heart left ventricle | sample type=tissue | health state=PGD | dev stage=adult | age=56 year | donor ID=ENCDO907YUG
SRX13009161	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=82 year | donor ID=ENCDO407UTA
SRX13009185	CTCF	Cardiovascular	Right ventricle	tissue=heart right ventricle | sample type=tissue | dev_stage=adult | age=59 year | donor ID=ENCDO856ZOJ | health state=DM: yes; HTN: yes; CAD: no
SRX13009191	CTCF	Cardiovascular	Left ventricle	tissue=heart left ventricle | sample type=tissue | dev_stage=adult | age=61 year | donor ID=ENCDO808ASZ | health state=nonischemic (EF 11% LVEDD 7.7; RV severe dilation, severe dysfunction)
SRX13009227	CTCF	Neural	Frontal cortex	sample_type=tissue | tissue=middle frontal area 46 | dev stage=adult | age=90 or above year | donor ID=ENCDO634UMA
SRX13009236	CTCF	Pancreas	Pancreas	sample type=tissue | tissue=pancreas | health state=DM: no; HTN: no; CAD: no | dev stage=child | age=16 year | donor ID=ENCDO575EGL
SRX13009240	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev stage=adult | age=86 year | donor ID=ENCDO997SGX
SRX13009256	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=90 or above year | donor ID=ENCDO739EFE
SRX13009264	CTCF	Cardiovascular	Right ventricle	tissue=heart right ventricle | sample type=tissue | dev_stage=adult | age=43 year | donor ID=ENCDO967KID | health state=nonischemic (EF 23%, LVEDD 6.1; RV moderate dilation, normal function)
SRX13009282	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=87 year | donor ID=ENCDO776JEI
SRX13009602	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=83 year | donor ID=ENCDO448ZXP
SRX13150018	YAP1	Blood	Neutrophils	source_name=Blood | cell type=neutrophils
SRX1318617	SIX2	Kidney	Kidney Cortex	source_name=human embryonic kidney cortex | developmental stage=17 weeks | strain=NA
SRX13273920	KDM1A	Cardiovascular	Cardiomyocytes	source_name=Cardiomyocytes | cell type=KDM1A KO rescued with Flag-ubKDM1A | name in the manuscript=KDM1A KO+ubKDM1A
SRX13602604	ATRX	Blood	CD34+	source_name=CD34 Culture | phenotype=unaffected | disease state=control | cell type=Erythroid | crosslinking=two steps cross-linking
SRX13602605	ATRX	Blood	CD34+	source_name=CD34 Culture | phenotype=unaffected | disease state=control | cell type=Erythroid | crosslinking=two steps cross-linking
SRX13602606	ATRX	Blood	CD34+	source_name=CD34 Culture | phenotype=unaffected | disease state=control | cell type=Erythroid | crosslinking=two steps cross-linking
SRX13602611	GATA1	Blood	CD34+	source_name=CD34 Culture | phenotype=unaffected | disease state=control | cell type=Erythroid | crosslinking=two steps cross-linking
SRX13602613	GATA1	Blood	CD34+	source_name=CD34 Culture | phenotype=affected | disease state=ATR-X syndrome | cell type=Erythroid | crosslinking=two steps cross-linking
SRX1424892	POU3F2	Neural	Neural progenitor cells	source_name=NPS_before 2 wks of differentiation | cell type=Human neural progenitor cells (hNPC) | passages=10 | time point=before 2 wks of differentiation
SRX1424894	POU3F2	Neural	Neural progenitor cells	source_name=NPS_after 2 wks of differentiation | cell type=Human neural progenitor cells (hNPC) | passages=10 | time point=after 2 wks of differentiation
SRX14280060	LMNB1	Liver	Liver	source_name=Liver | tissue=liver | disease state=NAFLD
SRX14280082	FOXA2	Liver	Liver	source_name=Liver | tissue=liver | disease state=Normal control
SRX14280083	FOXA2	Liver	Liver	source_name=Liver | tissue=liver | disease state=Normal control
SRX14280085	FOXA2	Liver	Liver	source_name=Liver | tissue=liver | disease state=NAFLD
SRX14280086	FOXA2	Liver	Liver	source_name=Liver | tissue=liver | disease state=NAFLD
SRX14280088	LMNB1	Liver	Liver	source_name=Liver | tissue=liver | disease state=Normal control
SRX14280089	LMNB1	Liver	Liver	source_name=Liver | tissue=liver | disease state=Normal control
SRX1477665	MED12	Blood	CD34 Hematopoietic stem cells	source_name=human CD34+ | cell type=hematopoietis stem and progenitor cells | culture=6 days expanded
SRX1477666	MED12	Blood	CD34 Hematopoietic stem cells	source_name=human CD34+ | cell type=hematopoietis stem and progenitor cells | culture=6 days expanded
SRX15003483	HNRNPA2B1	Adipocyte	Adipose-derived stem cells	source_name=GF (gluteofemoral) adipose tissue | tissue=GF (gluteofemoral) adipose tissue | cell line=hASCs | cell type=human adipose derived stem cells | treatment=none
SRX15003484	HNRNPA2B1	Adipocyte	Adipose-derived stem cells	source_name=GF (gluteofemoral) adipose tissue | tissue=GF (gluteofemoral) adipose tissue | cell line=hASCs | cell type=human adipose derived stem cells | treatment=none
SRX15003485	HNRNPA2B1	Adipocyte	Adipose-derived stem cells	source_name=GF (gluteofemoral) adipose tissue | tissue=GF (gluteofemoral) adipose tissue | cell line=hASCs | cell type=human adipose derived stem cells | treatment=none
SRX1503375	HNF1A	Gonad	Caput epididymis	source_name=Caput Human Epididymis Epithelial Cells
SRX1548205	E2F1	Cardiovascular	Wharton Jelly	source_name=umbilical cord wharton's jelly | number of cells=8 million | cell type=Mesenchymal stem cells | agasga=SGA
SRX1548206	E2F1	Cardiovascular	Wharton Jelly	source_name=umbilical cord wharton's jelly | number of cells=8 million | cell type=Mesenchymal stem cells | agasga=SGA
SRX1548208	E2F1	Cardiovascular	Wharton Jelly	source_name=umbilical cord wharton's jelly | number of cells=8 million | cell type=Mesenchymal stem cells | agasga=AGA
SRX1548209	E2F1	Cardiovascular	Wharton Jelly	source_name=umbilical cord wharton's jelly | number of cells=8 million | cell type=Mesenchymal stem cells | agasga=AGA
SRX15710551	MAU2	Others	Fibroblasts	source_name=ChIPseq_Fibroblast_Mau2 | treatment=NT | cell line/type=Fibroblast
SRX15710555	STAG1	Others	Fibroblasts	source_name=ChIPseq_Fibroblast_SA1 | treatment=NT | cell line/type=Fibroblast
SRX15710557	STAG2	Others	Fibroblasts	source_name=ChIPseq_Fibroblast_SA2 | treatment=NT | cell line/type=Fibroblast
SRX15710558	STAG2	Others	Fibroblasts	source_name=ChIPseq_Fibroblast_SA2 | treatment=NT | cell line/type=Fibroblast
SRX15710559	STAG2	Others	Fibroblasts	source_name=ChIPseq_Fibroblast_SA2 | treatment=NT | cell line/type=Fibroblast
SRX15891789	TP63	Others	Limbal stem cells	source_name=LSC_aberdam | cell line=LSC_aberdam | cell type=Limbal stem cells
SRX16495312	CTCF	Liver	Liver	age=47 year | sample type=tissue | tissue=right lobe of liver | health state=DM: no; HTN: yes; CAD: no | dev stage=adult | donor ID=ENCDO912EIY
SRX16495371	CTCF	Digestive tract	Colonic mucosa	sample_type=tissue | tissue=mucosa of descending colon | dev stage=adult | age=40 year | donor ID=ENCDO392CRK | health state=DM: no; HTN: yes; CAD: no
SRX16495424	CTCF	Neural	Frontal cortex	age=90 or above year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO877NVF
SRX16495440	CTCF	Blood	B cells	age=22 year | sample type=primary cell | cell type=B cell | dev stage=adult | donor ID=ENCDO383AQS
SRX16495441	CTCF	Blood	B cells	age=22 year | sample type=primary cell | cell type=B cell | dev stage=adult | donor ID=ENCDO383AQS
SRX16495546	CTCF	Neural	Frontal cortex	age=90 or above year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO218FFZ
SRX16495547	CTCF	Neural	Frontal cortex	age=90 or above year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO218FFZ
SRX16495548	CTCF	Neural	Frontal cortex	age=90 or above year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO218FFZ
SRX16495582	CTCF	Blood	B cells	age=22 year | sample type=primary cell | cell type=activated B cell | dev stage=adult | donor ID=ENCDO383AQS
SRX16495583	CTCF	Blood	B cells	age=22 year | sample type=primary cell | cell type=activated B cell | dev stage=adult | donor ID=ENCDO383AQS
SRX16495589	CTCF	Cardiovascular	Right ventricle	age=55 year | sample type=tissue | tissue=heart right ventricle | health state=ischemic (EF 25% LVEDD 6.9; RV normal size, moderate dysfunction) | dev stage=adult | donor ID=ENCDO439CAZ
SRX16495662	CTCF	Blood	CD8+ T cells	age=21 year | sample type=primary cell | cell type=CD8-positive, alpha-beta T cell | dev stage=adult | donor ID=ENCDO781BMZ
SRX16495663	CTCF	Blood	CD8+ T cells	age=21 year | sample type=primary cell | cell type=CD8-positive, alpha-beta T cell | dev stage=adult | donor ID=ENCDO781BMZ
SRX16495698	CTCF	Neural	Frontal cortex	age=90 or above year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO470GFA
SRX16495699	CTCF	Neural	Frontal cortex	age=90 or above year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO470GFA
SRX16495700	CTCF	Neural	Frontal cortex	age=90 or above year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO470GFA
SRX16495716	CTCF	Gonad	Ovary	age=41 year | sample type=tissue | tissue=ovary | health state=DM: no; HTN: no; CAD: no | dev stage=adult | donor ID=ENCDO575WHY
SRX16495762	CTCF	Blood	CD8+ T cells	age=21 year | sample type=primary cell | cell type=activated CD8-positive, alpha-beta T cell | dev stage=adult | donor ID=ENCDO781BMZ
SRX16495802	CTCF	Neural	Frontal cortex	tissue=middle frontal area 46 | sample type=tissue | dev_stage=adult | age=79 year | donor ID=ENCDO609ZOG
SRX16497621	CTCF	Neural	Frontal cortex	age=89 year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO853VGZ
SRX16497627	CTCF	Neural	Frontal cortex	age=90 or above year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO258GJF
SRX16497667	CTCF	Neural	Frontal cortex	age=83 year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO736YJH
SRX16498393	CTCF	Muscle	Psoas Muscles	age=41 year | sample type=tissue | tissue=psoas muscle | health state=DM: no; HTN: no; CAD: no | dev stage=adult | donor ID=ENCDO575WHY
SRX16498417	CTCF	Digestive tract	Colonic mucosa	tissue=colonic mucosa | sample type=tissue | dev_stage=adult | age=41 year | donor ID=ENCDO575WHY | health state=DM: no; HTN: no; CAD: no
SRX16498444	CTCF	Blood	Monocytes-CD14+	age=30 year | sample type=primary cell | cell type=CD14-positive monocyte | dev stage=adult | donor ID=ENCDO544CHQ
SRX16498445	CTCF	Blood	Monocytes-CD14+	age=30 year | sample type=primary cell | cell type=CD14-positive monocyte | dev stage=adult | donor ID=ENCDO544CHQ
SRX16498461	CTCF	Lung	Lung	age=60 year | sample type=tissue | tissue=upper lobe of right lung | health state=DM: no; HTN: yes; CAD: no; lungs with severe emphysema | dev stage=adult | donor ID=ENCDO520EJG
SRX16499683	CTCF	Neural	Frontal cortex	age=90 or above year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO223NTQ
SRX16499730	CTCF	Blood	CD4+ T cells	age=20 year | sample type=primary cell | cell type=activated CD4-positive, alpha-beta T cell | dev stage=adult | donor ID=ENCDO394DKX
SRX16499731	CTCF	Blood	CD4+ T cells	age=20 year | sample type=primary cell | cell type=activated CD4-positive, alpha-beta T cell | dev stage=adult | donor ID=ENCDO394DKX
SRX16499812	CTCF	Neural	Frontal cortex	age=89 year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO843TIL
SRX16499854	CTCF	Neural	Frontal cortex	age=90 or above year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO730UYW
SRX16499914	CTCF	Neural	Frontal cortex	age=82 year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO290OPS
SRX16499926	CTCF	Cardiovascular	Left ventricle	tissue=heart left ventricle | sample type=tissue | dev_stage=adult | age=55 year | donor ID=ENCDO439CAZ | health state=ischemic (EF 25% LVEDD 6.9; RV normal size, moderate dysfunction)
SRX16499969	CTCF	Liver	Liver	age=16 year | sample type=tissue | tissue=right lobe of liver | health state=DM: no; HTN: no; CAD: no | dev stage=child | donor ID=ENCDO575EGL
SRX16499975	CTCF	Liver	Liver	age=41 year | sample type=tissue | tissue=right lobe of liver | health state=DM: no; HTN: no; CAD: no | dev stage=adult | donor ID=ENCDO575WHY
SRX16500013	CTCF	Neural	Frontal cortex	age=90 or above year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO597SRH
SRX16500014	CTCF	Neural	Frontal cortex	age=90 or above year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO597SRH
SRX16500015	CTCF	Neural	Frontal cortex	age=90 or above year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO597SRH
SRX16500060	CTCF	Neural	Neural progenitor cells	sample type=in vitro differentiated cells | health state=healthy | dev stage=embryonic | age=5 day | donor ID=ENCDO222AAA | cell type=neural progenitor cell
SRX16500062	CTCF	Neural	Neural progenitor cells	biosample type=in vitro differentiated cells | health state=healthy | dev_stage=embryonic | age=5 day | donor ID=ENCDO222AAA | cell type=neural progenitor cell
SRX16500097	CTCF	Blood	Natural killer cells	age=33 year | sample type=primary cell | cell type=natural killer cell | dev stage=adult | donor ID=ENCDO195VEA
SRX16500098	CTCF	Blood	Natural killer cells	age=33 year | sample type=primary cell | cell type=natural killer cell | dev stage=adult | donor ID=ENCDO195VEA
SRX16500125	CTCF	Blood	CD4+ T cells	age=20 year | sample type=primary cell | cell type=CD4-positive, alpha-beta T cell | dev stage=adult | donor ID=ENCDO394DKX
SRX16500126	CTCF	Blood	CD4+ T cells	age=20 year | sample type=primary cell | cell type=CD4-positive, alpha-beta T cell | dev stage=adult | donor ID=ENCDO394DKX
SRX16500150	CTCF	Lung	Lung	age=60 year | sample type=tissue | tissue=lower lobe of right lung | health state=DM: no; HTN: yes; CAD: no; lungs with severe emphysema | dev stage=adult | donor ID=ENCDO520EJG
SRX16500176	CTCF	Neural	Frontal cortex	age=90 or above year | sample type=tissue | tissue=middle frontal area 46 | dev stage=adult | donor ID=ENCDO197QVG
SRX16608128	NFYB	Blood	B cells	source_name=B cells | cell line=B cells | cell type=Normal
SRX17658243	UBE2A	Muscle	Skeletal muscle	source_name=Skeletal muscle cell | cell type=Primary Skeletal Muscle Cells, ATCC, PCS-950-010, adapted to 10% FBS in DMEM | chip antibodies=anti-UBE2A polyclonal antibody(PA5-29940) | treatment=untreated
SRX1781655	LMNA	Epidermis	Dermal fibroblast	source_name=primary dermal fibroblasts | passages=5-7 | genotype=lipodystrophy patient with LMNA p.R482W mutation | cell type=Fibroblasts
SRX17834084	BATF	Blood	T cells	source_name=blood | tissue=blood | cell type=Primary T cells | genotype=CAR-T WT | treatment=co-culture with NCI-H226-luciferase at E:T=2:1 for 24h
SRX1799593	TBX21	Blood	Th1 Cells	source_name=In vitro differentiated Th1 cells | cell type=Th1 | treatment/agent=anti-CD3/CD28
SRX18031709	YAP1	Lung	Bronchial epithelial cells	source_name=Human Bronchial Epithelial Cells
SRX18031711	TP63	Lung	Bronchial epithelial cells	source_name=Human Bronchial Epithelial Cells
SRX18156223	FOXA2	Liver	Liver	source_name=Liver | tissue=liver | disease state=Mild NAFLD
SRX18156224	FOXA2	Liver	Liver	source_name=Liver | tissue=liver | disease state=Mild NAFLD
SRX18156226	LMNB1	Liver	Liver	source_name=Liver | tissue=liver | disease state=Mild NAFLD
SRX18156227	LMNB1	Liver	Liver	source_name=Liver | tissue=liver | disease state=Mild NAFLD
SRX1823798	BRD4	Bone	Osteoblasts	source_name=DIF_BRD4 | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=differentiated for 5 days into osteoblastic lineage
SRX1823799	BRD4	Bone	Osteoblasts	source_name=DIF_BRD4 | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=differentiated for 5 days into osteoblastic lineage
SRX1823801	BRD4	Bone	Osteoblasts	source_name=UND_BRD4 | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=undifferentiated
SRX1823802	BRD4	Bone	Osteoblasts	source_name=UND_BRD4 | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=undifferentiated
SRX1823810	CEBPB	Bone	Osteoblasts	source_name=DIF_CEBPb | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=differentiated for 5 days into osteoblastic lineage
SRX1823812	FOSL2	Bone	Osteoblasts	source_name=DIF_FOSL2 | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=differentiated for 5 days into osteoblastic lineage
SRX1823814	JUND	Bone	Osteoblasts	source_name=DIF_JUND | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=differentiated for 5 days into osteoblastic lineage
SRX1823816	TEAD1	Bone	Osteoblasts	source_name=DIF_TEAD1 | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=differentiated for 5 days into osteoblastic lineage
SRX1823818	STAT3	Bone	Osteoblasts	source_name=DIF_STAT3 | immortalization type=SV40 large T antigen immortalized | cell type=human Fetal Osteoblasts (hFOB) | protocol=differentiated for 5 days into osteoblastic lineage
SRX18517801	NUP98	Epidermis	Keratinocytes	source_name=human keratinocytes | treatment=None | cell type=primary human neonatal keratinocytes | tissue=Foreskin
SRX18517814	HDAC1	Epidermis	Keratinocytes	source_name=human keratinocytes | treatment=None | cell type=primary human neonatal keratinocytes | tissue=Foreskin
SRX18672590	CTCF	Neural	Microglia	source_name=Microglia | cell line=C20 | treatment=untreated
SRX18672591	CTCF	Neural	Microglia	source_name=Microglia | cell line=C20 | treatment=untreated
SRX18672593	CTCF	Neural	Microglia	source_name=Microglia | cell line=C20 | treatment=CTCF-KD
SRX18768994	LMNA	Adipocyte	Adipose stem cells	source_name=Adipose | cell type=Human primary adipose stem cells | tissue=Adipose | time=Day 0
SRX18768996	LMNA	Adipocyte	Adipose stem cells	source_name=Adipose | cell type=Human primary adipose stem cells | tissue=Adipose | time=Day 1
SRX18768998	LMNA	Adipocyte	Adipose stem cells	source_name=Adipose | cell type=Human primary adipose stem cells | tissue=Adipose | time=Day 3
SRX19123214	DAXX	Blood	B cells	source_name=Human B lymphocytes | cell line=Human B lymphocytes | disease state=C9HRE ALS/FTD
SRX19304538	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat | tissue=subcutaneous gluteofemoral fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304559	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat | tissue=subcutaneous abdominal fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304625	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat | tissue=subcutaneous gluteofemoral fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304635	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat | tissue=subcutaneous gluteofemoral fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19304655	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat | tissue=subcutaneous abdominal fat | cell line=adipose derived stem cells (ASC) | cell type=stem cells
SRX19487525	NFE2L2	Blood	Erythroid progenitors	source_name=Day-12 cultured erythroid progenitors from SCD patient | age=2-3 month | treatment=PBS
SRX19487527	NFE2L2	Blood	Erythroid progenitors	source_name=Day-12 cultured erythroid progenitors from SCD patient | age=2-3 month | treatment=L2HG
SRX19538280	TP53	Bone	Osteoblasts	source_name=Osteoblast | cell line=Osteoblast | cell type=Osteoblast | genotype=p53 WT/WT
SRX19538282	TP53	Bone	Osteoblasts	source_name=Osteoblast | cell line=Osteoblast | cell type=Osteoblast | genotype=p53 WT/A347D
SRX19664487	BANF1	Others	Mesenchymal stem cells	source_name=hBM-MSC-TERT4 | cell line=hBM-MSC-TERT4 | time=0 hrs | treatment=undifferentiated
SRX19738543	EZH2	Neural	Astrocytes	source_name=Immortalized human astrocytes (Sanoda 2001) | treatment=treated with CRISPRa system with Control sgRNAs for 14 days | cell type=Immortalized human astrocytes (Sanoda 2001)
SRX19738545	EZH2	Neural	Astrocytes	source_name=Immortalized human astrocytes (Sanoda 2001) | treatment=treated with CRISPRa system with sgRNAs for HOXDeRNA activation for 14 days | cell type=Immortalized human astrocytes (Sanoda 2001)
SRX200048	LMNA	Epidermis	Forearm skin	source_name=normal forearm skin biopsy, lamin ChIP | disease status=normal | tissue=forearm skin biopsy | cell type=fibroblasts | gender=male | cell line=HGFDFN168 | passage=16
SRX200052	LMNA	Epidermis	Forearm skin	source_name=patient forearm skin biopsy, lamin ChIP | disease status=Hutchinson-Gilford progeria syndrome | tissue=forearm skin biopsy | cell type=fibroblasts | gender=male | cell line=HGADFN167 | passage=16
SRX20093962	LMNA	Epidermis	Dermal fibroblast	source_name=HDF1 | cell line=HDF1 | cell type=Human dermal fibroblasts
SRX20097674	VDR	Epidermis	Foreskin	source_name=Foreskin | tissue=Foreskin | cell type=cultured keratinocyte | treatment=Vehicle
SRX20097675	VDR	Epidermis	Foreskin	source_name=Foreskin | tissue=Foreskin | cell type=cultured keratinocyte | treatment=Vehicle
SRX20097677	VDR	Epidermis	Foreskin	source_name=Foreskin | tissue=Foreskin | cell type=cultured keratinocyte | treatment=1,25D3
SRX20097678	VDR	Epidermis	Foreskin	source_name=Foreskin | tissue=Foreskin | cell type=cultured keratinocyte | treatment=1,25D3
SRX20097680	TP63	Epidermis	Foreskin	source_name=Foreskin | tissue=Foreskin | cell type=cultured keratinocyte | treatment=Vehicle
SRX20097682	TP63	Epidermis	Foreskin	source_name=Foreskin | tissue=Foreskin | cell type=cultured keratinocyte | treatment=1,25D3
SRX20097684	CTCF	Epidermis	Foreskin	source_name=Foreskin | tissue=Foreskin | cell type=cultured keratinocyte | treatment=1,25D3
SRX20097686	MED1	Epidermis	Foreskin	source_name=Foreskin | tissue=Foreskin | cell type=cultured keratinocyte | treatment=1,25D3
SRX2013091	MYCN	Blood	CD34 Hematopoietic stem cells	source_name=bone marrow CD34+ cells, untreated | cell type=human bone marrow hematopoietic stem and progenitor cells
SRX2013092	MYCN	Blood	CD34 Hematopoietic stem cells	source_name=bone marrow CD34+ cells, untreated | cell type=human bone marrow hematopoietic stem and progenitor cells
SRX2013093	MYCN	Blood	CD34 Hematopoietic stem cells	source_name=bone marrow CD34+ cells, untreated | cell type=human bone marrow hematopoietic stem and progenitor cells
SRX20140861	SOX2	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=wt | treatment=No treatment
SRX20140862	SOX2	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=wt | treatment=No treatment
SRX20140868	INTS10	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=wt | treatment=No treatment
SRX20140870	INTS10	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=INTS10HET2 | treatment=No treatment
SRX20140880	CPSF3L	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=wt | treatment=No treatment
SRX20140882	CPSF3L	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=INTS10HET2 | treatment=No treatment
SRX20140891	SOX2	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=INTS10HET2 | treatment=No treatment
SRX20140892	SOX2	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=INTS10HET2 | treatment=No treatment
SRX20140895	INTS13	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=wt | treatment=No treatment
SRX20140897	INTS13	Neural	Neural progenitor cells	source_name=NPC | cell line=NPC | cell type=neuronal progenitor cell differentated from pluripotent stem cells | genotype=INTS10HET2 | treatment=No treatment
SRX20419391	HDAC1	Epidermis	Keratinocytes	source_name=human keratinoctyes | treatment=none | cell type=primary human neonatal keratinocytes | tissue=Foreskin
SRX205165	TAL1	Blood	Erythroid Cells	source_name=Erythroid cells | cell type=Erythroid cells | culture=Two-phase culture system as from Pope SH et al Two-phase liquid culture system models normal human adult erythropoiesis at the molecular level. Eur J Haematol. 2000;64:292-303 | time=10 days | individual=C1
